year,destination,gap_denominator_A_minus_B,raw_n,raw_probability,raw_CI_lo,raw_CI_hi,std_probability,std_CI_lo,std_CI_hi,std_variance,effective_weight_sum
2002,RESPIRATORY,1189,96,0.08074011774600505,0.06657107305363792,0.09760955411396015,0.08035598783337049,0.06438882922049188,0.09632314644624909,6.636561697439175e-05,1.0
2003,CIRCULATORY,1162,437,0.37607573149741824,0.3486754864635922,0.4042926398446571,0.3654388959632121,0.33678742572625125,0.39409036620017296,0.00021368876164604709,1.0
2003,DIABETES_NUTRITIONAL,1162,51,0.04388984509466437,0.033538244088245336,0.05724722079628359,0.045366828835567405,0.03237621026857,0.05835744740256481,4.3928615877035e-05,1.0
2003,DIGESTIVE_OTHER,1162,64,0.055077452667814115,0.043366433588752785,0.06972051989294809,0.06137453450069889,0.04684367958988136,0.07590538941151642,5.496296971033683e-05,1.0
2003,EXTERNAL,1162,25,0.021514629948364887,0.014614721430197212,0.03156776625998787,0.02246665315935912,0.013527821997883924,0.031405484320834315,2.0799329064285713e-05,1.0
2003,INFECTIOUS_PARASITIC,1162,47,0.04044750430292599,0.030552213164801122,0.053371255228290296,0.04386478234740639,0.03076212586556601,0.05696743882924678,4.4689610287670204e-05,1.0
2003,NEOPLASMS,1162,156,0.1342512908777969,0.11584969356950073,0.15506317921526305,0.13720228910412316,0.11626894446951183,0.1581356337387345,0.00011406833548297859,1.0
2003,OTHER,1162,239,0.20567986230636834,0.18342757325487663,0.2298717267272156,0.20743766019634555,0.18283050664500597,0.23204481374768512,0.00015761974330987202,1.0
2003,OTHER_GALLBLADDER_BILIARY,1162,24,0.020654044750430294,0.01391818790161473,0.030548800665710977,0.02016701714893676,0.011669007155242033,0.02866502714263149,1.8798462581459667e-05,1.0
2003,RESPIRATORY,1162,119,0.10240963855421686,0.08626691409432753,0.12117249114463918,0.09668133874435057,0.07966973691827849,0.11369294057042266,7.533178797605664e-05,1.0
2004,CIRCULATORY,1062,419,0.3945386064030132,0.3655742401883855,0.4242631712331537,0.38613096220235876,0.35593492897507045,0.4163269954296471,0.0002373491312639262,1.0
2004,DIABETES_NUTRITIONAL,1062,40,0.03766478342749529,0.02778063903541905,0.050881584250078715,0.03848403770490802,0.026422398887194713,0.050545676522621326,3.7870452667890566e-05,1.0
2004,DIGESTIVE_OTHER,1062,35,0.03295668549905838,0.023791024277298043,0.04548894058951844,0.03734068847716376,0.024725467232764996,0.04995590972156252,4.142643873519625e-05,1.0
2004,EXTERNAL,1062,24,0.022598870056497175,0.015232708961972957,0.03340628738374471,0.024663707869189536,0.014280051368374116,0.035047364370004955,2.80665145582378e-05,1.0
2004,INFECTIOUS_PARASITIC,1062,45,0.0423728813559322,0.03181700685495828,0.05622747484922078,0.043168522670316636,0.030158828393182943,0.05617821694745033,4.405772209092181e-05,1.0
2004,NEOPLASMS,1062,140,0.1318267419962335,0.1128005419105589,0.15350684974856454,0.13633576582647516,0.11441356774092293,0.1582579639120274,0.00012509963788582634,1.0
2004,OTHER,1062,237,0.2231638418079096,0.19914524232079564,0.2491779626607447,0.22043008310148368,0.19428238027966577,0.2465777859233016,0.00017797333477147673,1.0
2004,OTHER_GALLBLADDER_BILIARY,1062,28,0.026365348399246705,0.018303394697424303,0.037841408383238385,0.02476322084179701,0.015532817071420946,0.033993624612173076,2.217835114644228e-05,1.0
2004,RESPIRATORY,1062,94,0.08851224105461393,0.07287879624303195,0.10711181796422367,0.08868301130630746,0.07089726223759463,0.10646876037502029,8.234404152832651e-05,1.0
2005,CIRCULATORY,1046,389,0.37189292543021035,0.34312232095930023,0.40160103917447726,0.3604122457393436,0.33056696157997384,0.3902575298987134,0.00023186718725362552,1.0
2005,DIABETES_NUTRITIONAL,1046,49,0.04684512428298279,0.03561411581810643,0.06139239689391246,0.04914796244661786,0.03531694276115544,0.06297898213208028,4.9796206148388415e-05,1.0
2005,DIGESTIVE_OTHER,1046,42,0.040152963671128104,0.029841630077907102,0.05382953577542852,0.04562709885325221,0.03186877882685919,0.05938541887964523,4.927409671716141e-05,1.0
2005,EXTERNAL,1046,32,0.030592734225621414,0.021752543493036167,0.042868126847894795,0.03196165490768284,0.02044453253706312,0.04347877727830256,3.452834956784391e-05,1.0
2005,INFECTIOUS_PARASITIC,1046,47,0.044933078393881457,0.03395704515275777,0.05923936845678019,0.04546905359715865,0.03242464036907018,0.05851346682524712,4.429318941720362e-05,1.0
2005,NEOPLASMS,1046,139,0.13288718929254303,0.11365297094523018,0.1548080013784307,0.13889756717362212,0.11659744649960335,0.16119768784764088,0.00012945006822048075,1.0
2005,OTHER,1046,222,0.21223709369024857,0.18853362406002344,0.23804646101659613,0.2117686228260531,0.1860595852439148,0.2374776604081914,0.0001720519089441379,1.0
2005,OTHER_GALLBLADDER_BILIARY,1046,18,0.017208413001912046,0.01091246598743524,0.02703751063612919,0.01774916567263038,0.009476607157745088,0.026021724187515673,1.7814250411859938e-05,1.0
2005,RESPIRATORY,1046,108,0.10325047801147227,0.08623869918199029,0.1231657370532161,0.0989666287836392,0.08033834626086572,0.11759491130641267,9.033030761877016e-05,1.0
2006,CIRCULATORY,937,333,0.35538954108858056,0.32539052808341373,0.38656944406780563,0.3561634525438479,0.32497472052675663,0.3873521845609392,0.00025321142358234415,1.0
2006,DIABETES_NUTRITIONAL,937,35,0.03735325506937033,0.026979092482775927,0.05150539406743555,0.037717001836409525,0.025253549591571833,0.05018045408124722,4.0435662708077286e-05,1.0
2006,DIGESTIVE_OTHER,937,54,0.0576307363927428,0.04443666677433278,0.07443719637460068,0.06374115512542945,0.047113367583643845,0.08036894266721506,7.197087633662034e-05,1.0
2006,EXTERNAL,937,31,0.033084311632870865,0.023404158154396212,0.046577301743452745,0.030309239741483335,0.01952104978967026,0.04109742969329641,3.0295981475531182e-05,1.0
2006,INFECTIOUS_PARASITIC,937,47,0.05016008537886873,0.037928937668171,0.06606462883912803,0.05255404006179157,0.03756625345090656,0.06754182667267658,5.847400757325693e-05,1.0
2006,NEOPLASMS,937,122,0.13020277481323372,0.11015622228062459,0.15326909395847174,0.1335666992752413,0.11101023864312992,0.1561231599073527,0.00013244323100999346,1.0
2006,OTHER,937,219,0.23372465314834578,0.20774827456292302,0.2618754379959645,0.2191613036066086,0.19275105231107184,0.24557155490214536,0.0001815653304595484,1.0
2006,OTHER_GALLBLADDER_BILIARY,937,22,0.023479188900747065,0.015555667971902169,0.03529398195813111,0.023645022456227467,0.013762955626866134,0.0335270892855888,2.5420461479582345e-05,1.0
2006,RESPIRATORY,937,74,0.07897545357524013,0.06337555007725024,0.09801344633349586,0.08314208535296082,0.06466349013406367,0.10162068057185797,8.888444431066439e-05,1.0
2007,CIRCULATORY,850,290,0.3411764705882353,0.31008252412728116,0.37369952087564284,0.3348092442192451,0.3022353405177898,0.36738314792070037,0.00027620241627230425,1.0
2007,DIABETES_NUTRITIONAL,850,44,0.05176470588235294,0.038784589402969354,0.06877807093861607,0.05452733527487172,0.038455937968263146,0.07059873258148029,6.723495714985041e-05,1.0
2007,DIGESTIVE_OTHER,850,37,0.04352941176470588,0.031743544674322145,0.05942262911185933,0.04942601462161342,0.03360629244928397,0.06524573679394287,6.514567097295187e-05,1.0
2007,EXTERNAL,850,16,0.018823529411764704,0.011619259305437094,0.030357454814532565,0.017411260634068733,0.008881970218567433,0.025940551049570035,1.893710823405933e-05,1.0
2007,INFECTIOUS_PARASITIC,850,54,0.06352941176470588,0.0490152776518434,0.08197093491174764,0.06563133298327621,0.04805076471529342,0.083211901251259,8.04551178220542e-05,1.0
2007,NEOPLASMS,850,109,0.12823529411764706,0.10741901836556621,0.15239673141905585,0.134967126955003,0.11055183147272202,0.15938242243728395,0.0001551714529068851,1.0
2007,OTHER,850,208,0.2447058823529412,0.2169952802695712,0.2747136365129066,0.23940317282160292,0.2095840517109804,0.2692222939322254,0.00023146084543158404,1.0
2007,OTHER_GALLBLADDER_BILIARY,850,19,0.02235294117647059,0.01435612291250301,0.034647656874068344,0.024471457183243703,0.013352729788483847,0.03559018457800356,3.218088787978533e-05,1.0
2007,RESPIRATORY,850,73,0.08588235294117647,0.06885964695561726,0.10663131482978448,0.0793530553070752,0.06131222106102591,0.0973938895531245,8.472295405389029e-05,1.0
2008,CIRCULATORY,898,307,0.3418708240534521,0.3115792961182898,0.37350947727722844,0.33352787060882794,0.3024507877541914,0.3646049534634645,0.0002514017801837639,1.0
2008,DIABETES_NUTRITIONAL,898,39,0.043429844097995544,0.03193065827950082,0.05881861701741809,0.04580862426043334,0.031311725768448526,0.060305522752418156,5.470638949575998e-05,1.0
2008,DIGESTIVE_OTHER,898,35,0.03897550111358575,0.028156284617129875,0.053722251902198,0.04445213688907652,0.03026328068737378,0.058640993090779255,5.240619541664886e-05,1.0
2008,EXTERNAL,898,29,0.03229398663697105,0.022577874233963048,0.04599455411897828,0.03235517294810293,0.02077141510517297,0.04393893079103289,3.492905189599162e-05,1.0
2008,INFECTIOUS_PARASITIC,898,48,0.053452115812917596,0.040551144866754735,0.07015729267974401,0.05806396990385786,0.04189509078165718,0.07423284902605853,6.805306436597688e-05,1.0
2008,NEOPLASMS,898,112,0.12472160356347439,0.10469707932050945,0.14794317866744588,0.12931156961864415,0.10670360268873924,0.15191953654854906,0.00013304877361091063,1.0
2008,OTHER,898,235,0.26169265033407574,0.2340019773630262,0.2914134980358534,0.25201834822484387,0.22334938462369486,0.2806873118259929,0.0002139497797698894,1.0
2008,OTHER_GALLBLADDER_BILIARY,898,26,0.028953229398663696,0.019833884264571323,0.042085490005176716,0.028816977649707885,0.01774239527194525,0.03989156002747052,3.192585767436764e-05,1.0
2008,RESPIRATORY,898,67,0.07461024498886415,0.05917753491657715,0.09366691182347901,0.07564532989650549,0.05781975311750606,0.09347090667550492,8.27132412286557e-05,1.0
2009,CIRCULATORY,836,268,0.32057416267942584,0.2898207250296774,0.3529689981387166,0.3112868205949405,0.27988957144502236,0.34268406974485865,0.00025660851056383683,1.0
2009,DIABETES_NUTRITIONAL,836,31,0.03708133971291866,0.02624478225306771,0.05215270352138875,0.036807936970119415,0.02390960715572195,0.04970626678451688,4.330667222016205e-05,1.0
2009,DIGESTIVE_OTHER,836,34,0.04066985645933014,0.029247768077715654,0.05629392323337292,0.045097229657707634,0.030307164808261365,0.0598872945071539,5.694138334309301e-05,1.0
2009,EXTERNAL,836,25,0.029904306220095694,0.02033633614552048,0.04377273855567173,0.026716277014746905,0.016057270553975808,0.037375283475518,2.9574765392222e-05,1.0
2009,INFECTIOUS_PARASITIC,836,49,0.05861244019138756,0.044617074936111105,0.07664564405813808,0.060173570891452935,0.04353006495439747,0.0768170768285084,7.210701006788849e-05,1.0
2009,NEOPLASMS,836,96,0.11483253588516747,0.09496017143959155,0.13822843429522752,0.12530859916814494,0.10212059053462043,0.14849660780166946,0.00013996349031351703,1.0
2009,OTHER,836,235,0.2811004784688995,0.25168239651635343,0.3125210657490872,0.27613427888133657,0.2454049711996001,0.306863586563073,0.0002458065260825767,1.0
2009,OTHER_GALLBLADDER_BILIARY,836,25,0.029904306220095694,0.02033633614552048,0.04377273855567173,0.030242933269794523,0.018430449650841826,0.04205541688874722,3.632204530612915e-05,1.0
2009,RESPIRATORY,836,73,0.08732057416267942,0.07002242048607595,0.10839394280123019,0.08823235355175654,0.06884039352526121,0.10762431357825188,9.788840943075613e-05,1.0
2010,CIRCULATORY,786,257,0.32697201017811706,0.29508749424394903,0.360539597797888,0.321380961942009,0.288515073011242,0.35424685087277596,0.00028117624302621553,1.0
2010,DIABETES_NUTRITIONAL,786,23,0.029262086513994912,0.019576764332942087,0.04352635372205594,0.02961778886482397,0.017477318792580698,0.041758258937067236,3.8367090164263466e-05,1.0
2010,DIGESTIVE_OTHER,786,40,0.05089058524173028,0.037593080764361075,0.0685566507854073,0.05498680363993318,0.0383113783966914,0.07166222888317494,7.238385231230349e-05,1.0
2010,EXTERNAL,786,25,0.031806615776081425,0.021635461319328655,0.04653196420564236,0.03241464934609313,0.01991130867249913,0.04491799001968713,4.069490004163631e-05,1.0
2010,INFECTIOUS_PARASITIC,786,48,0.061068702290076333,0.0463680492620984,0.08003891216756191,0.06256888933096627,0.045165285584387135,0.0799724930775454,7.884356085171365e-05,1.0
2010,NEOPLASMS,786,84,0.10687022900763359,0.08715171889014917,0.13041277699902482,0.11225088046858177,0.08945438838766456,0.13504737254949897,0.00013527698125659113,1.0
2010,OTHER,786,214,0.272264631043257,0.24230971605197882,0.30443476538543907,0.26689818563806966,0.23582100103659231,0.297975370239547,0.00025140342637294393,1.0
2010,OTHER_GALLBLADDER_BILIARY,786,22,0.027989821882951654,0.01855558116228723,0.0420153831577243,0.028590430825152308,0.016749850862426398,0.04043101078787822,3.649503692568365e-05,1.0
2010,RESPIRATORY,786,73,0.09287531806615776,0.07451639883617416,0.11519440596814844,0.09129140994437072,0.07115675248991732,0.11142606739882413,0.00010553009964810914,1.0
2011,CIRCULATORY,804,252,0.31343283582089554,0.2823188413260025,0.34632116380823885,0.31865544784971056,0.28589542122546563,0.3514154744739555,0.00027936780102593664,1.0
2011,DIABETES_NUTRITIONAL,804,30,0.03731343283582089,0.026260174152498292,0.05276703858042009,0.0384244382204811,0.024733417164944906,0.05211545927601729,4.87932261409661e-05,1.0
2011,DIGESTIVE_OTHER,804,31,0.03855721393034826,0.027294386145909323,0.054208559886114116,0.03719033978458701,0.024102844767927206,0.05027783480124681,4.458624682712809e-05,1.0
2011,EXTERNAL,804,26,0.03233830845771144,0.02216261746903714,0.04696166206746101,0.03270148060149523,0.02085569917464911,0.04454726202834135,3.652710787500324e-05,1.0
2011,INFECTIOUS_PARASITIC,804,56,0.06965174129353234,0.0540253526806906,0.0893709258289593,0.07206004843671057,0.053767872463336946,0.0903522244100842,8.710008898398259e-05,1.0
2011,NEOPLASMS,804,89,0.11069651741293532,0.0908326846966822,0.1342627926834346,0.11266577439724915,0.09047737377223097,0.13485417502226732,0.00012815626881932185,1.0
2011,OTHER,804,228,0.2835820895522388,0.25351226509892605,0.31571014085679383,0.2731909082943763,0.24235650237733394,0.30402531421141865,0.0002474907820327303,1.0
2011,OTHER_GALLBLADDER_BILIARY,804,29,0.036069651741293535,0.02522970195510861,0.05132177747870473,0.03618123676811249,0.02310344377835329,0.04925902975787169,4.452016594205405e-05,1.0
2011,RESPIRATORY,804,63,0.07835820895522388,0.061723651329769515,0.09900276027361579,0.07893032564727759,0.05979328464452563,0.09806736665002955,9.533172072600207e-05,1.0
2012,CIRCULATORY,721,241,0.3342579750346741,0.300783535699747,0.3694891879537134,0.3283677550265057,0.2941885893478718,0.36254692070513966,0.0003040960450040372,1.0
2012,DIABETES_NUTRITIONAL,721,22,0.030513176144244106,0.02023543651758471,0.04576721583970657,0.032053777643835324,0.018806172071294314,0.045301383216376334,4.568384355623167e-05,1.0
2012,DIGESTIVE_OTHER,721,23,0.0319001386962552,0.02134931661681951,0.047412559810317285,0.030678146220362596,0.01806315908073662,0.04329313335998857,4.142490122160787e-05,1.0
2012,EXTERNAL,721,29,0.04022191400832178,0.02814900736656081,0.05716821347964911,0.042032455705140644,0.027404808845955156,0.05666010256432613,5.5697639691024325e-05,1.0
2012,INFECTIOUS_PARASITIC,721,48,0.06657420249653259,0.05057883174621576,0.08716364642705905,0.06851668198844085,0.04985512582025359,0.08717823815662812,9.065328993607043e-05,1.0
2012,NEOPLASMS,721,102,0.14147018030513175,0.11792828629539782,0.1688122916495351,0.144431737304598,0.1183805391048577,0.1704829355043383,0.00017666204905303825,1.0
2012,OTHER,721,175,0.24271844660194175,0.21284127108092984,0.27532266396272614,0.23853808549721803,0.2073466879112165,0.26972948308321953,0.0002532547072490686,1.0
2012,OTHER_GALLBLADDER_BILIARY,721,14,0.019417475728155338,0.011601224991210694,0.03232763480731641,0.020425919652655708,0.00976267142301743,0.031089167882293985,2.9598308727322953e-05,1.0
2012,RESPIRATORY,721,67,0.09292649098474341,0.07383830234205865,0.11632943315828106,0.09495544096124313,0.0733650073881154,0.11654587453437086,0.00012134184242910273,1.0
2013,CIRCULATORY,753,237,0.3147410358565737,0.28258157303974657,0.3487811162680827,0.3126393095604497,0.278673910773699,0.3466047083472004,0.0003003041219135273,1.0
2013,DIABETES_NUTRITIONAL,753,27,0.035856573705179286,0.024758054323390892,0.05166674792095544,0.039040298434836605,0.024426707222598064,0.05365388964707515,5.559065184256964e-05,1.0
2013,DIGESTIVE_OTHER,753,45,0.05976095617529881,0.044960448892641565,0.07903045795714615,0.05877512721334696,0.04193743851578131,0.07561281591091262,7.379939626096686e-05,1.0
2013,EXTERNAL,753,26,0.034528552456839307,0.02367048796197376,0.050111752915403596,0.030225473048184258,0.018056085625961546,0.04239486047040697,3.85500807559747e-05,1.0
2013,INFECTIOUS_PARASITIC,753,47,0.06241699867197875,0.0472608646539934,0.08201516492973226,0.06527963177264498,0.04687499524717165,0.08368426829811831,8.817436631476133e-05,1.0
2013,NEOPLASMS,753,92,0.12217795484727756,0.10068532626626589,0.14750596483106326,0.13326940058382697,0.10781951302718121,0.15871928814047273,0.00016860078525768248,1.0
2013,OTHER,753,204,0.27091633466135456,0.2403947504697522,0.3037634137281012,0.2583804131982393,0.22716918442036527,0.2895916419761133,0.00025357684345709875,1.0
2013,OTHER_GALLBLADDER_BILIARY,753,18,0.02390438247011952,0.015173261742947938,0.03746848819867769,0.023278207322801236,0.012383262276830224,0.03417315236877225,3.0898539034446135e-05,1.0
2013,RESPIRATORY,753,57,0.07569721115537849,0.058883311430629436,0.09681833182278589,0.07911213886566995,0.05912841613175901,0.09909586159958089,0.0001039538666976856,1.0
2014,CIRCULATORY,698,204,0.2922636103151863,0.2597340127843382,0.3270672564263926,0.2914011411630413,0.2572438950336859,0.32555838729239667,0.0003037061284728664,1.0
2014,DIABETES_NUTRITIONAL,698,25,0.03581661891117478,0.024376143236048153,0.052338416931377765,0.03733733137884455,0.022863161115446153,0.05181150164224294,5.4534986675824245e-05,1.0
2014,DIGESTIVE_OTHER,698,35,0.050143266475644696,0.036272883307322076,0.06893814105246723,0.05263329443218185,0.03622281360706363,0.06904377525730007,7.010200981663179e-05,1.0
2014,EXTERNAL,698,28,0.04011461318051576,0.027897721402892952,0.057365778022242,0.037002528723472705,0.02344550822999066,0.050559549216954755,4.7842775057448e-05,1.0
2014,INFECTIOUS_PARASITIC,698,48,0.06876790830945559,0.05225809347161915,0.08999833433824256,0.06982851342835734,0.050325357074059884,0.0893316697826548,9.901424088405185e-05,1.0
2014,NEOPLASMS,698,89,0.12750716332378223,0.10478576699100653,0.15430616400754513,0.13310496582152284,0.1073298725209965,0.15888005912204917,0.00017293717061923097,1.0
2014,OTHER,698,190,0.2722063037249284,0.24050026591226983,0.3064059534291522,0.26610818978313966,0.2337955319082104,0.2984208476580689,0.0002717898424984977,1.0
2014,OTHER_GALLBLADDER_BILIARY,698,20,0.02865329512893983,0.018623923890354672,0.04384240418088956,0.02652857983372099,0.014818366509559965,0.03823879315788202,3.569582884666765e-05,1.0
2014,RESPIRATORY,698,59,0.08452722063037249,0.06609581257552967,0.10750672584593178,0.08605545543571876,0.06474221151569702,0.10736869935574049,0.00011824613869073914,1.0
2015,CIRCULATORY,693,196,0.2828282828282828,0.2505649923351159,0.31748596647350597,0.2782392545992157,0.24480012576260557,0.3116783834358259,0.00029107021484574475,1.0
2015,DIABETES_NUTRITIONAL,693,24,0.03463203463203463,0.02338135375889361,0.05101355797386764,0.03490970435132851,0.02114473815397286,0.04867467054868416,4.9321713456461794e-05,1.0
2015,DIGESTIVE_OTHER,693,44,0.06349206349206349,0.04763425888875116,0.08416251878306366,0.06857897258521257,0.04917065762371797,0.08798728754670718,9.805359476378989e-05,1.0
2015,EXTERNAL,693,21,0.030303030303030304,0.019904131172194972,0.045880500669708245,0.02532890456170305,0.01336755781372443,0.03729025130968167,3.724328821985078e-05,1.0
2015,INFECTIOUS_PARASITIC,693,41,0.05916305916305916,0.043908323996754775,0.07927817378420202,0.05880736282504488,0.04089615299105203,0.07671857265903773,8.350984946827421e-05,1.0
2015,NEOPLASMS,693,106,0.15295815295815296,0.1280777611740249,0.181664800908856,0.15725374345150486,0.12944302330789206,0.18506446359511766,0.0002013317770997373,1.0
2015,OTHER,693,171,0.24675324675324675,0.21610921550304085,0.28018941088176413,0.24558271324395436,0.2129209755405645,0.27824445094734424,0.0002776939581958141,1.0
2015,OTHER_GALLBLADDER_BILIARY,693,24,0.03463203463203463,0.02338135375889361,0.05101355797386764,0.03568662002081482,0.021601520195169983,0.04977171984645965,5.164255443002397e-05,1.0
2015,RESPIRATORY,693,66,0.09523809523809523,0.07556065746058369,0.11937817274419006,0.09561272436122119,0.07365965482996845,0.11756579389247393,0.00012545222351208294,1.0
2016,CIRCULATORY,711,194,0.27285513361462727,0.2414002213292099,0.30675133589458686,0.2762545493921867,0.24336436434068712,0.3091447344436863,0.0002815921159730024,1.0
2016,DIABETES_NUTRITIONAL,711,28,0.03938115330520394,0.02738504241391925,0.0563278677457926,0.03842792845898977,0.024380088860428292,0.05247576805755125,5.136968903241148e-05,1.0
2016,DIGESTIVE_OTHER,711,43,0.06047819971870605,0.04520707297692486,0.08047318480905971,0.0585959731446857,0.04166550263741731,0.07552644365195409,7.461496032837485e-05,1.0
