year,destination,ucd,raw_n,gap_denominator,raw_probability
2005,OTHER,E86,1,1046,0.0009560229445506692
2005,OTHER,F011,3,1046,0.0028680688336520078
2005,OTHER,F019,2,1046,0.0019120458891013384
2005,OTHER,F03,13,1046,0.0124282982791587
2005,OTHER,F102,3,1046,0.0028680688336520078
2005,OTHER,F109,1,1046,0.0009560229445506692
2005,OTHER,F192,1,1046,0.0009560229445506692
2005,OTHER,F329,3,1046,0.0028680688336520078
2005,OTHER,F72,1,1046,0.0009560229445506692
2005,OTHER,G20,5,1046,0.004780114722753346
2005,OTHER,G301,1,1046,0.0009560229445506692
2005,OTHER,G309,27,1046,0.02581261950286807
2005,OTHER,G35,1,1046,0.0009560229445506692
2005,OTHER,G700,1,1046,0.0009560229445506692
2005,OTHER,G809,1,1046,0.0009560229445506692
2005,OTHER,G934,1,1046,0.0009560229445506692
2005,OTHER,K219,1,1046,0.0009560229445506692
2005,OTHER,K223,1,1046,0.0009560229445506692
2005,OTHER,K509,1,1046,0.0009560229445506692
2005,OTHER,K519,1,1046,0.0009560229445506692
2005,OTHER,K529,4,1046,0.0038240917782026767
2005,OTHER,K550,4,1046,0.0038240917782026767
2005,OTHER,K551,1,1046,0.0009560229445506692
2005,OTHER,K559,3,1046,0.0028680688336520078
2005,OTHER,K563,7,1046,0.006692160611854685
2005,OTHER,K566,4,1046,0.0038240917782026767
2005,OTHER,K567,3,1046,0.0028680688336520078
2005,OTHER,K572,1,1046,0.0009560229445506692
2005,OTHER,K578,2,1046,0.0019120458891013384
2005,OTHER,K579,2,1046,0.0019120458891013384
2005,OTHER,K631,2,1046,0.0019120458891013384
2005,OTHER,K720,1,1046,0.0009560229445506692
2005,OTHER,K729,2,1046,0.0019120458891013384
2005,OTHER,K767,1,1046,0.0009560229445506692
2005,OTHER,K768,1,1046,0.0009560229445506692
2005,OTHER,K769,4,1046,0.0038240917782026767
2005,OTHER,K85,41,1046,0.03919694072657744
2005,OTHER,K860,3,1046,0.0028680688336520078
2005,OTHER,L039,1,1046,0.0009560229445506692
2005,OTHER,M050,1,1046,0.0009560229445506692
2005,OTHER,M069,1,1046,0.0009560229445506692
2005,OTHER,M311,1,1046,0.0009560229445506692
2005,OTHER,M628,1,1046,0.0009560229445506692
2005,OTHER,M819,1,1046,0.0009560229445506692
2005,OTHER,M844,1,1046,0.0009560229445506692
2005,OTHER,M869,1,1046,0.0009560229445506692
2005,OTHER,M889,1,1046,0.0009560229445506692
2005,OTHER,N039,1,1046,0.0009560229445506692
2005,OTHER,N10,1,1046,0.0009560229445506692
2005,OTHER,N179,8,1046,0.0076481835564053535
2005,OTHER,N180,1,1046,0.0009560229445506692
2005,OTHER,N189,5,1046,0.004780114722753346
2005,OTHER,N19,5,1046,0.004780114722753346
2005,OTHER,N200,1,1046,0.0009560229445506692
2005,OTHER,N319,1,1046,0.0009560229445506692
2005,OTHER,N390,4,1046,0.0038240917782026767
2005,OTHER,Q224,1,1046,0.0009560229445506692
2005,OTHER,Q909,2,1046,0.0019120458891013384
2005,OTHER,Y606,1,1046,0.0009560229445506692
2005,OTHER,Y839,2,1046,0.0019120458891013384
2006,OTHER,D510,1,937,0.0010672358591248667
2006,OTHER,D589,1,937,0.0010672358591248667
2006,OTHER,D591,1,937,0.0010672358591248667
2006,OTHER,D610,1,937,0.0010672358591248667
2006,OTHER,D65,1,937,0.0010672358591248667
2006,OTHER,D696,1,937,0.0010672358591248667
2006,OTHER,E039,2,937,0.0021344717182497333
2006,OTHER,E660,1,937,0.0010672358591248667
2006,OTHER,E668,5,937,0.005336179295624333
2006,OTHER,E669,6,937,0.0064034151547491995
2006,OTHER,E780,2,937,0.0021344717182497333
2006,OTHER,E785,2,937,0.0021344717182497333
2006,OTHER,E854,1,937,0.0010672358591248667
2006,OTHER,E86,2,937,0.0021344717182497333
2006,OTHER,E878,3,937,0.0032017075773745998
2006,OTHER,F011,2,937,0.0021344717182497333
2006,OTHER,F019,2,937,0.0021344717182497333
2006,OTHER,F03,20,937,0.021344717182497332
2006,OTHER,F051,1,937,0.0010672358591248667
2006,OTHER,F179,1,937,0.0010672358591248667
2006,OTHER,F449,1,937,0.0010672358591248667
2006,OTHER,G119,1,937,0.0010672358591248667
2006,OTHER,G122,1,937,0.0010672358591248667
2006,OTHER,G20,7,937,0.007470651013874066
2006,OTHER,G309,23,937,0.02454642475987193
2006,OTHER,G310,1,937,0.0010672358591248667
2006,OTHER,G710,1,937,0.0010672358591248667
2006,OTHER,G711,1,937,0.0010672358591248667
2006,OTHER,G809,2,937,0.0021344717182497333
2006,OTHER,G822,1,937,0.0010672358591248667
2006,OTHER,G912,1,937,0.0010672358591248667
2006,OTHER,G931,2,937,0.0021344717182497333
2006,OTHER,G934,1,937,0.0010672358591248667
2006,OTHER,G936,1,937,0.0010672358591248667
2006,OTHER,K20,1,937,0.0010672358591248667
2006,OTHER,K222,1,937,0.0010672358591248667
2006,OTHER,K228,1,937,0.0010672358591248667
2006,OTHER,K229,1,937,0.0010672358591248667
2006,OTHER,K296,1,937,0.0010672358591248667
2006,OTHER,K318,1,937,0.0010672358591248667
2006,OTHER,K529,1,937,0.0010672358591248667
2006,OTHER,K550,2,937,0.0021344717182497333
2006,OTHER,K551,1,937,0.0010672358591248667
2006,OTHER,K559,3,937,0.0032017075773745998
2006,OTHER,K563,11,937,0.011739594450373533
2006,OTHER,K565,1,937,0.0010672358591248667
2006,OTHER,K566,5,937,0.005336179295624333
2006,OTHER,K567,2,937,0.0021344717182497333
2006,OTHER,K572,1,937,0.0010672358591248667
2006,OTHER,K631,2,937,0.0021344717182497333
2006,OTHER,K639,1,937,0.0010672358591248667
2006,OTHER,K661,1,937,0.0010672358591248667
2006,OTHER,K729,3,937,0.0032017075773745998
2006,OTHER,K759,2,937,0.0021344717182497333
2006,OTHER,K760,4,937,0.004268943436499467
2006,OTHER,K768,1,937,0.0010672358591248667
2006,OTHER,K769,3,937,0.0032017075773745998
2006,OTHER,K851,1,937,0.0010672358591248667
2006,OTHER,K852,3,937,0.0032017075773745998
2006,OTHER,K859,26,937,0.02774813233724653
2006,OTHER,K860,1,937,0.0010672358591248667
2006,OTHER,K861,1,937,0.0010672358591248667
2006,OTHER,L039,1,937,0.0010672358591248667
2006,OTHER,M199,3,937,0.0032017075773745998
2006,OTHER,M308,1,937,0.0010672358591248667
2006,OTHER,M549,1,937,0.0010672358591248667
2006,OTHER,M819,1,937,0.0010672358591248667
2006,OTHER,M869,1,937,0.0010672358591248667
2006,OTHER,N039,1,937,0.0010672358591248667
2006,OTHER,N179,4,937,0.004268943436499467
2006,OTHER,N180,4,937,0.004268943436499467
2006,OTHER,N189,1,937,0.0010672358591248667
2006,OTHER,N19,4,937,0.004268943436499467
2006,OTHER,N200,1,937,0.0010672358591248667
2006,OTHER,N289,2,937,0.0021344717182497333
2006,OTHER,N390,9,937,0.0096051227321238
2006,OTHER,Q613,1,937,0.0010672358591248667
2006,OTHER,Y831,1,937,0.0010672358591248667
2006,OTHER,Y838,1,937,0.0010672358591248667
2007,OTHER,D500,1,850,0.001176470588235294
2007,OTHER,D589,1,850,0.001176470588235294
2007,OTHER,D619,4,850,0.004705882352941176
2007,OTHER,D65,1,850,0.001176470588235294
2007,OTHER,D689,1,850,0.001176470588235294
2007,OTHER,D696,1,850,0.001176470588235294
2007,OTHER,D70,1,850,0.001176470588235294
2007,OTHER,D849,1,850,0.001176470588235294
2007,OTHER,D899,1,850,0.001176470588235294
2007,OTHER,E059,1,850,0.001176470588235294
2007,OTHER,E279,1,850,0.001176470588235294
2007,OTHER,E668,4,850,0.004705882352941176
2007,OTHER,E669,3,850,0.0035294117647058825
2007,OTHER,E778,1,850,0.001176470588235294
2007,OTHER,E780,1,850,0.001176470588235294
2007,OTHER,E785,3,850,0.0035294117647058825
2007,OTHER,E854,1,850,0.001176470588235294
2007,OTHER,E86,3,850,0.0035294117647058825
2007,OTHER,E871,1,850,0.001176470588235294
2007,OTHER,E872,1,850,0.001176470588235294
2007,OTHER,E889,1,850,0.001176470588235294
2007,OTHER,F011,1,850,0.001176470588235294
2007,OTHER,F019,3,850,0.0035294117647058825
2007,OTHER,F03,21,850,0.024705882352941175
2007,OTHER,F051,2,850,0.002352941176470588
2007,OTHER,G20,6,850,0.007058823529411765
2007,OTHER,G309,15,850,0.01764705882352941
2007,OTHER,G35,3,850,0.0035294117647058825
2007,OTHER,G473,1,850,0.001176470588235294
2007,OTHER,G711,1,850,0.001176470588235294
2007,OTHER,G825,2,850,0.002352941176470588
2007,OTHER,G912,1,850,0.001176470588235294
2007,OTHER,G934,1,850,0.001176470588235294
2007,OTHER,H051,1,850,0.001176470588235294
2007,OTHER,K219,2,850,0.002352941176470588
2007,OTHER,K519,1,850,0.001176470588235294
2007,OTHER,K529,3,850,0.0035294117647058825
2007,OTHER,K550,4,850,0.004705882352941176
2007,OTHER,K559,5,850,0.0058823529411764705
2007,OTHER,K562,1,850,0.001176470588235294
2007,OTHER,K563,9,850,0.010588235294117647
2007,OTHER,K564,1,850,0.001176470588235294
2007,OTHER,K566,3,850,0.0035294117647058825
2007,OTHER,K573,1,850,0.001176470588235294
2007,OTHER,K578,1,850,0.001176470588235294
2007,OTHER,K579,2,850,0.002352941176470588
2007,OTHER,K639,1,850,0.001176470588235294
2007,OTHER,K729,1,850,0.001176470588235294
2007,OTHER,K750,1,850,0.001176470588235294
2007,OTHER,K760,1,850,0.001176470588235294
2007,OTHER,K769,3,850,0.0035294117647058825
2007,OTHER,K851,1,850,0.001176470588235294
2007,OTHER,K852,1,850,0.001176470588235294
2007,OTHER,K859,29,850,0.03411764705882353
2007,OTHER,K861,2,850,0.002352941176470588
2007,OTHER,K869,2,850,0.002352941176470588
2007,OTHER,L024,1,850,0.001176470588235294
2007,OTHER,M139,1,850,0.001176470588235294
2007,OTHER,M199,1,850,0.001176470588235294
2007,OTHER,M311,1,850,0.001176470588235294
2007,OTHER,M321,1,850,0.001176470588235294
2007,OTHER,M348,1,850,0.001176470588235294
2007,OTHER,M350,1,850,0.001176470588235294
2007,OTHER,M622,1,850,0.001176470588235294
2007,OTHER,M623,1,850,0.001176470588235294
2007,OTHER,M726,1,850,0.001176470588235294
2007,OTHER,M844,1,850,0.001176470588235294
2007,OTHER,N039,1,850,0.001176470588235294
2007,OTHER,N132,1,850,0.001176470588235294
2007,OTHER,N179,4,850,0.004705882352941176
2007,OTHER,N180,2,850,0.002352941176470588
2007,OTHER,N189,8,850,0.009411764705882352
2007,OTHER,N19,2,850,0.002352941176470588
2007,OTHER,N390,9,850,0.010588235294117647
2007,OTHER,N40,2,850,0.002352941176470588
2007,OTHER,N809,1,850,0.001176470588235294
2007,OTHER,Y839,1,850,0.001176470588235294
2008,OTHER,D591,1,898,0.0011135857461024498
2008,OTHER,D649,1,898,0.0011135857461024498
2008,OTHER,D688,1,898,0.0011135857461024498
2008,OTHER,D695,1,898,0.0011135857461024498
2008,OTHER,D696,1,898,0.0011135857461024498
2008,OTHER,E274,1,898,0.0011135857461024498
2008,OTHER,E669,2,898,0.0022271714922048997
2008,OTHER,E785,4,898,0.004454342984409799
2008,OTHER,E86,1,898,0.0011135857461024498
2008,OTHER,E872,1,898,0.0011135857461024498
2008,OTHER,E878,1,898,0.0011135857461024498
2008,OTHER,F011,1,898,0.0011135857461024498
2008,OTHER,F019,3,898,0.0033407572383073497
2008,OTHER,F03,31,898,0.034521158129175944
2008,OTHER,F101,1,898,0.0011135857461024498
2008,OTHER,F102,1,898,0.0011135857461024498
2008,OTHER,F323,1,898,0.0011135857461024498
2008,OTHER,F329,1,898,0.0011135857461024498
2008,OTHER,F54,2,898,0.0022271714922048997
2008,OTHER,G20,4,898,0.004454342984409799
2008,OTHER,G309,28,898,0.031180400890868598
2008,OTHER,G318,1,898,0.0011135857461024498
2008,OTHER,G35,2,898,0.0022271714922048997
2008,OTHER,G373,1,898,0.0011135857461024498
2008,OTHER,G729,1,898,0.0011135857461024498
2008,OTHER,G822,2,898,0.0022271714922048997
2008,OTHER,G912,1,898,0.0011135857461024498
2008,OTHER,G92,1,898,0.0011135857461024498
2008,OTHER,G931,2,898,0.0022271714922048997
2008,OTHER,G934,1,898,0.0011135857461024498
2008,OTHER,G938,1,898,0.0011135857461024498
2008,OTHER,G939,1,898,0.0011135857461024498
2008,OTHER,K219,2,898,0.0022271714922048997
2008,OTHER,K223,1,898,0.0011135857461024498
2008,OTHER,K529,1,898,0.0011135857461024498
2008,OTHER,K550,2,898,0.0022271714922048997
2008,OTHER,K559,3,898,0.0033407572383073497
2008,OTHER,K563,8,898,0.008908685968819599
2008,OTHER,K565,2,898,0.0022271714922048997
2008,OTHER,K566,6,898,0.0066815144766146995
2008,OTHER,K570,1,898,0.0011135857461024498
2008,OTHER,K573,1,898,0.0011135857461024498
2008,OTHER,K578,2,898,0.0022271714922048997
2008,OTHER,K579,2,898,0.0022271714922048997
2008,OTHER,K631,2,898,0.0022271714922048997
2008,OTHER,K660,3,898,0.0033407572383073497
2008,OTHER,K661,1,898,0.0011135857461024498
2008,OTHER,K729,2,898,0.0022271714922048997
2008,OTHER,K750,2,898,0.0022271714922048997
2008,OTHER,K758,1,898,0.0011135857461024498
2008,OTHER,K760,1,898,0.0011135857461024498
2008,OTHER,K769,2,898,0.0022271714922048997
2008,OTHER,K859,40,898,0.044543429844097995
2008,OTHER,K901,1,898,0.0011135857461024498
2008,OTHER,L033,1,898,0.0011135857461024498
2008,OTHER,L89,1,898,0.0011135857461024498
2008,OTHER,M069,1,898,0.0011135857461024498
2008,OTHER,M311,1,898,0.0011135857461024498
2008,OTHER,M359,1,898,0.0011135857461024498
2008,OTHER,M726,1,898,0.0011135857461024498
2008,OTHER,M819,2,898,0.0022271714922048997
2008,OTHER,N039,3,898,0.0033407572383073497
2008,OTHER,N10,1,898,0.0011135857461024498
2008,OTHER,N12,1,898,0.0011135857461024498
2008,OTHER,N132,1,898,0.0011135857461024498
2008,OTHER,N170,1,898,0.0011135857461024498
2008,OTHER,N179,4,898,0.004454342984409799
2008,OTHER,N180,4,898,0.004454342984409799
2008,OTHER,N189,2,898,0.0022271714922048997
2008,OTHER,N19,5,898,0.005567928730512249
2008,OTHER,N200,1,898,0.0011135857461024498
2008,OTHER,N211,1,898,0.0011135857461024498
2008,OTHER,N288,1,898,0.0011135857461024498
2008,OTHER,N289,1,898,0.0011135857461024498
2008,OTHER,N390,6,898,0.0066815144766146995
2008,OTHER,Q610,1,898,0.0011135857461024498
2008,OTHER,Q613,1,898,0.0011135857461024498
2008,OTHER,Q676,1,898,0.0011135857461024498
2008,OTHER,Q851,1,898,0.0011135857461024498
2008,OTHER,Y831,1,898,0.0011135857461024498
2008,OTHER,Y839,1,898,0.0011135857461024498
2008,OTHER,Y848,1,898,0.0011135857461024498
2009,OTHER,D570,1,836,0.0011961722488038277
2009,OTHER,D571,1,836,0.0011961722488038277
2009,OTHER,D649,1,836,0.0011961722488038277
2009,OTHER,D65,2,836,0.0023923444976076554
2009,OTHER,D689,1,836,0.0011961722488038277
2009,OTHER,D696,1,836,0.0011961722488038277
2009,OTHER,D70,1,836,0.0011961722488038277
2009,OTHER,D762,1,836,0.0011961722488038277
2009,OTHER,E034,1,836,0.0011961722488038277
2009,OTHER,E039,2,836,0.0023923444976076554
2009,OTHER,E213,1,836,0.0011961722488038277
2009,OTHER,E668,3,836,0.0035885167464114833
2009,OTHER,E669,2,836,0.0023923444976076554
2009,OTHER,E780,2,836,0.0023923444976076554
2009,OTHER,E785,6,836,0.007177033492822967
2009,OTHER,E86,1,836,0.0011961722488038277
2009,OTHER,E889,1,836,0.0011961722488038277
2009,OTHER,F011,2,836,0.0023923444976076554
2009,OTHER,F019,2,836,0.0023923444976076554
2009,OTHER,F03,24,836,0.028708133971291867
2009,OTHER,F209,1,836,0.0011961722488038277
2009,OTHER,F329,1,836,0.0011961722488038277
2009,OTHER,F439,1,836,0.0011961722488038277
2009,OTHER,F79,1,836,0.0011961722488038277
2009,OTHER,G20,3,836,0.0035885167464114833
2009,OTHER,G210,1,836,0.0011961722488038277
2009,OTHER,G309,22,836,0.02631578947368421
2009,OTHER,G312,1,836,0.0011961722488038277
2009,OTHER,G931,3,836,0.0035885167464114833
2009,OTHER,G936,1,836,0.0011961722488038277
2009,OTHER,G939,1,836,0.0011961722488038277
2009,OTHER,G98,1,836,0.0011961722488038277
2009,OTHER,K20,1,836,0.0011961722488038277
2009,OTHER,K222,1,836,0.0011961722488038277
2009,OTHER,K224,1,836,0.0011961722488038277
2009,OTHER,K318,1,836,0.0011961722488038277
2009,OTHER,K509,1,836,0.0011961722488038277
2009,OTHER,K550,2,836,0.0023923444976076554
2009,OTHER,K559,6,836,0.007177033492822967
2009,OTHER,K562,2,836,0.0023923444976076554
2009,OTHER,K563,9,836,0.01076555023923445
2009,OTHER,K565,2,836,0.0023923444976076554
2009,OTHER,K566,3,836,0.0035885167464114833
2009,OTHER,K570,1,836,0.0011961722488038277
2009,OTHER,K572,1,836,0.0011961722488038277
2009,OTHER,K573,1,836,0.0011961722488038277
2009,OTHER,K579,5,836,0.005980861244019139
2009,OTHER,K611,1,836,0.0011961722488038277
2009,OTHER,K631,1,836,0.0011961722488038277
2009,OTHER,K729,6,836,0.007177033492822967
2009,OTHER,K754,1,836,0.0011961722488038277
2009,OTHER,K759,1,836,0.0011961722488038277
2009,OTHER,K760,1,836,0.0011961722488038277
2009,OTHER,K761,2,836,0.0023923444976076554
2009,OTHER,K769,2,836,0.0023923444976076554
2009,OTHER,K852,3,836,0.0035885167464114833
2009,OTHER,K859,34,836,0.04066985645933014
2009,OTHER,K862,1,836,0.0011961722488038277
2009,OTHER,K869,1,836,0.0011961722488038277
2009,OTHER,K902,1,836,0.0011961722488038277
2009,OTHER,K922,1,836,0.0011961722488038277
2009,OTHER,L022,1,836,0.0011961722488038277
2009,OTHER,L405,1,836,0.0011961722488038277
2009,OTHER,M050,1,836,0.0011961722488038277
2009,OTHER,M053,1,836,0.0011961722488038277
2009,OTHER,M069,1,836,0.0011961722488038277
2009,OTHER,M139,1,836,0.0011961722488038277
2009,OTHER,M311,1,836,0.0011961722488038277
2009,OTHER,M348,2,836,0.0023923444976076554
2009,OTHER,M402,1,836,0.0011961722488038277
2009,OTHER,M462,1,836,0.0011961722488038277
2009,OTHER,M622,1,836,0.0011961722488038277
2009,OTHER,M726,1,836,0.0011961722488038277
2009,OTHER,M728,1,836,0.0011961722488038277
2009,OTHER,N039,1,836,0.0011961722488038277
2009,OTHER,N170,2,836,0.0023923444976076554
2009,OTHER,N179,4,836,0.004784688995215311
2009,OTHER,N180,6,836,0.007177033492822967
2009,OTHER,N189,6,836,0.007177033492822967
2009,OTHER,N19,2,836,0.0023923444976076554
2009,OTHER,N200,1,836,0.0011961722488038277
2009,OTHER,N209,1,836,0.0011961722488038277
2009,OTHER,N390,6,836,0.007177033492822967
2009,OTHER,P000,1,836,0.0011961722488038277
2009,OTHER,P592,1,836,0.0011961722488038277
2009,OTHER,Y579,1,836,0.0011961722488038277
2009,OTHER,Y604,1,836,0.0011961722488038277
2009,OTHER,Y832,1,836,0.0011961722488038277
2009,OTHER,Y839,1,836,0.0011961722488038277
2010,OTHER,D571,1,786,0.001272264631043257
2010,OTHER,D589,1,786,0.001272264631043257
2010,OTHER,D619,1,786,0.001272264631043257
2010,OTHER,D649,1,786,0.001272264631043257
2010,OTHER,D693,1,786,0.001272264631043257
2010,OTHER,D696,1,786,0.001272264631043257
2010,OTHER,E039,2,786,0.002544529262086514
2010,OTHER,E059,1,786,0.001272264631043257
2010,OTHER,E162,1,786,0.001272264631043257
2010,OTHER,E668,5,786,0.006361323155216285
2010,OTHER,E669,2,786,0.002544529262086514
2010,OTHER,E780,1,786,0.001272264631043257
2010,OTHER,E781,1,786,0.001272264631043257
2010,OTHER,E785,5,786,0.006361323155216285
2010,OTHER,E848,1,786,0.001272264631043257
2010,OTHER,E870,1,786,0.001272264631043257
2010,OTHER,E872,1,786,0.001272264631043257
2010,OTHER,E880,1,786,0.001272264631043257
2010,OTHER,E889,1,786,0.001272264631043257
2010,OTHER,F019,6,786,0.007633587786259542
2010,OTHER,F03,31,786,0.039440203562340966
2010,OTHER,F101,1,786,0.001272264631043257
2010,OTHER,F103,1,786,0.001272264631043257
2010,OTHER,F191,1,786,0.001272264631043257
2010,OTHER,F54,1,786,0.001272264631043257
2010,OTHER,G20,3,786,0.003816793893129771
2010,OTHER,G309,16,786,0.020356234096692113
2010,OTHER,G310,1,786,0.001272264631043257
2010,OTHER,G35,1,786,0.001272264631043257
2010,OTHER,G409,1,786,0.001272264631043257
2010,OTHER,G419,1,786,0.001272264631043257
2010,OTHER,G473,1,786,0.001272264631043257
2010,OTHER,G711,1,786,0.001272264631043257
2010,OTHER,G809,1,786,0.001272264631043257
2010,OTHER,G912,2,786,0.002544529262086514
2010,OTHER,G931,1,786,0.001272264631043257
2010,OTHER,K291,1,786,0.001272264631043257
2010,OTHER,K297,1,786,0.001272264631043257
2010,OTHER,K529,1,786,0.001272264631043257
2010,OTHER,K550,5,786,0.006361323155216285
2010,OTHER,K559,3,786,0.003816793893129771
2010,OTHER,K563,8,786,0.010178117048346057
2010,OTHER,K565,2,786,0.002544529262086514
2010,OTHER,K566,1,786,0.001272264631043257
2010,OTHER,K572,1,786,0.001272264631043257
2010,OTHER,K579,1,786,0.001272264631043257
2010,OTHER,K631,1,786,0.001272264631043257
2010,OTHER,K711,1,786,0.001272264631043257
2010,OTHER,K729,1,786,0.001272264631043257
2010,OTHER,K760,1,786,0.001272264631043257
2010,OTHER,K761,1,786,0.001272264631043257
2010,OTHER,K767,2,786,0.002544529262086514
2010,OTHER,K769,3,786,0.003816793893129771
2010,OTHER,K852,1,786,0.001272264631043257
2010,OTHER,K859,39,786,0.04961832061068702
2010,OTHER,K860,1,786,0.001272264631043257
2010,OTHER,M069,4,786,0.005089058524173028
2010,OTHER,M348,1,786,0.001272264631043257
2010,OTHER,M549,1,786,0.001272264631043257
2010,OTHER,M628,2,786,0.002544529262086514
2010,OTHER,N039,2,786,0.002544529262086514
2010,OTHER,N12,1,786,0.001272264631043257
2010,OTHER,N133,1,786,0.001272264631043257
2010,OTHER,N170,1,786,0.001272264631043257
2010,OTHER,N179,2,786,0.002544529262086514
2010,OTHER,N180,1,786,0.001272264631043257
2010,OTHER,N189,1,786,0.001272264631043257
2010,OTHER,N19,3,786,0.003816793893129771
2010,OTHER,N200,2,786,0.002544529262086514
2010,OTHER,N289,2,786,0.002544529262086514
2010,OTHER,N390,4,786,0.005089058524173028
2010,OTHER,N40,1,786,0.001272264631043257
2010,OTHER,Q273,1,786,0.001272264631043257
2010,OTHER,Q396,1,786,0.001272264631043257
2010,OTHER,Q639,1,786,0.001272264631043257
2010,OTHER,Q909,2,786,0.002544529262086514
2010,OTHER,Y423,1,786,0.001272264631043257
2010,OTHER,Y604,2,786,0.002544529262086514
2010,OTHER,Y836,2,786,0.002544529262086514
2010,OTHER,Y842,1,786,0.001272264631043257
2011,OTHER,D570,1,804,0.0012437810945273632
2011,OTHER,D571,2,804,0.0024875621890547263
2011,OTHER,D580,1,804,0.0012437810945273632
2011,OTHER,D594,1,804,0.0012437810945273632
2011,OTHER,D619,2,804,0.0024875621890547263
2011,OTHER,D65,1,804,0.0012437810945273632
2011,OTHER,D66,1,804,0.0012437810945273632
2011,OTHER,D696,1,804,0.0012437810945273632
2011,OTHER,D869,1,804,0.0012437810945273632
2011,OTHER,E039,1,804,0.0012437810945273632
2011,OTHER,E668,4,804,0.004975124378109453
2011,OTHER,E785,2,804,0.0024875621890547263
2011,OTHER,E831,1,804,0.0012437810945273632
2011,OTHER,E854,1,804,0.0012437810945273632
2011,OTHER,E86,1,804,0.0012437810945273632
2011,OTHER,E872,2,804,0.0024875621890547263
2011,OTHER,F011,1,804,0.0012437810945273632
2011,OTHER,F019,2,804,0.0024875621890547263
2011,OTHER,F03,26,804,0.03233830845771144
2011,OTHER,F101,1,804,0.0012437810945273632
2011,OTHER,F102,1,804,0.0012437810945273632
2011,OTHER,F103,1,804,0.0012437810945273632
2011,OTHER,G20,5,804,0.006218905472636816
2011,OTHER,G309,22,804,0.02736318407960199
2011,OTHER,G318,1,804,0.0012437810945273632
2011,OTHER,G35,1,804,0.0012437810945273632
2011,OTHER,G379,1,804,0.0012437810945273632
2011,OTHER,G406,1,804,0.0012437810945273632
2011,OTHER,G419,1,804,0.0012437810945273632
2011,OTHER,G709,1,804,0.0012437810945273632
2011,OTHER,G710,1,804,0.0012437810945273632
2011,OTHER,G809,2,804,0.0024875621890547263
2011,OTHER,G819,1,804,0.0012437810945273632
2011,OTHER,G919,1,804,0.0012437810945273632
2011,OTHER,G934,1,804,0.0012437810945273632
2011,OTHER,G936,1,804,0.0012437810945273632
2011,OTHER,K219,1,804,0.0012437810945273632
2011,OTHER,K220,1,804,0.0012437810945273632
2011,OTHER,K221,1,804,0.0012437810945273632
2011,OTHER,K297,1,804,0.0012437810945273632
2011,OTHER,K319,1,804,0.0012437810945273632
2011,OTHER,K509,1,804,0.0012437810945273632
2011,OTHER,K550,2,804,0.0024875621890547263
2011,OTHER,K551,1,804,0.0012437810945273632
2011,OTHER,K552,1,804,0.0012437810945273632
2011,OTHER,K559,3,804,0.0037313432835820895
2011,OTHER,K562,1,804,0.0012437810945273632
2011,OTHER,K563,15,804,0.018656716417910446
2011,OTHER,K564,1,804,0.0012437810945273632
2011,OTHER,K565,1,804,0.0012437810945273632
2011,OTHER,K566,4,804,0.004975124378109453
2011,OTHER,K567,1,804,0.0012437810945273632
2011,OTHER,K631,1,804,0.0012437810945273632
2011,OTHER,K632,1,804,0.0012437810945273632
2011,OTHER,K639,1,804,0.0012437810945273632
2011,OTHER,K660,2,804,0.0024875621890547263
2011,OTHER,K729,2,804,0.0024875621890547263
2011,OTHER,K750,1,804,0.0012437810945273632
2011,OTHER,K759,2,804,0.0024875621890547263
2011,OTHER,K760,3,804,0.0037313432835820895
2011,OTHER,K761,1,804,0.0012437810945273632
2011,OTHER,K767,1,804,0.0012437810945273632
2011,OTHER,K768,1,804,0.0012437810945273632
2011,OTHER,K769,5,804,0.006218905472636816
2011,OTHER,K852,3,804,0.0037313432835820895
2011,OTHER,K859,34,804,0.04228855721393035
2011,OTHER,K861,2,804,0.0024875621890547263
2011,OTHER,M009,1,804,0.0012437810945273632
2011,OTHER,M069,2,804,0.0024875621890547263
2011,OTHER,M199,2,804,0.0024875621890547263
2011,OTHER,M316,1,804,0.0012437810945273632
2011,OTHER,M419,1,804,0.0012437810945273632
2011,OTHER,M869,1,804,0.0012437810945273632
2011,OTHER,N009,1,804,0.0012437810945273632
2011,OTHER,N170,1,804,0.0012437810945273632
2011,OTHER,N179,8,804,0.009950248756218905
2011,OTHER,N185,2,804,0.0024875621890547263
2011,OTHER,N189,5,804,0.006218905472636816
2011,OTHER,N19,2,804,0.0024875621890547263
2011,OTHER,N200,1,804,0.0012437810945273632
2011,OTHER,N209,1,804,0.0012437810945273632
2011,OTHER,N288,1,804,0.0012437810945273632
2011,OTHER,N289,1,804,0.0012437810945273632
2011,OTHER,N390,4,804,0.004975124378109453
2011,OTHER,Q909,1,804,0.0012437810945273632
2011,OTHER,Y831,1,804,0.0012437810945273632
2012,OTHER,D619,1,721,0.0013869625520110957
2012,OTHER,D696,1,721,0.0013869625520110957
2012,OTHER,D752,1,721,0.0013869625520110957
2012,OTHER,D869,1,721,0.0013869625520110957
2012,OTHER,E039,1,721,0.0013869625520110957
2012,OTHER,E274,1,721,0.0013869625520110957
2012,OTHER,E668,3,721,0.004160887656033287
2012,OTHER,E669,2,721,0.0027739251040221915
2012,OTHER,E780,2,721,0.0027739251040221915
2012,OTHER,E785,4,721,0.005547850208044383
