year,destination,ucd,raw_n,gap_denominator,raw_probability
2012,OTHER,E86,1,721,0.0013869625520110957
2012,OTHER,F019,1,721,0.0013869625520110957
2012,OTHER,F03,22,721,0.030513176144244106
2012,OTHER,F101,1,721,0.0013869625520110957
2012,OTHER,F102,3,721,0.004160887656033287
2012,OTHER,F54,1,721,0.0013869625520110957
2012,OTHER,G001,1,721,0.0013869625520110957
2012,OTHER,G062,1,721,0.0013869625520110957
2012,OTHER,G122,1,721,0.0013869625520110957
2012,OTHER,G20,2,721,0.0027739251040221915
2012,OTHER,G309,21,721,0.02912621359223301
2012,OTHER,G809,1,721,0.0013869625520110957
2012,OTHER,G822,2,721,0.0027739251040221915
2012,OTHER,G92,1,721,0.0013869625520110957
2012,OTHER,G931,2,721,0.0027739251040221915
2012,OTHER,G938,1,721,0.0013869625520110957
2012,OTHER,K210,1,721,0.0013869625520110957
2012,OTHER,K225,1,721,0.0013869625520110957
2012,OTHER,K550,1,721,0.0013869625520110957
2012,OTHER,K559,2,721,0.0027739251040221915
2012,OTHER,K560,1,721,0.0013869625520110957
2012,OTHER,K563,9,721,0.012482662968099861
2012,OTHER,K566,7,721,0.009708737864077669
2012,OTHER,K567,1,721,0.0013869625520110957
2012,OTHER,K578,2,721,0.0027739251040221915
2012,OTHER,K579,2,721,0.0027739251040221915
2012,OTHER,K631,1,721,0.0013869625520110957
2012,OTHER,K729,2,721,0.0027739251040221915
2012,OTHER,K754,1,721,0.0013869625520110957
2012,OTHER,K760,1,721,0.0013869625520110957
2012,OTHER,K769,1,721,0.0013869625520110957
2012,OTHER,K852,4,721,0.005547850208044383
2012,OTHER,K859,27,721,0.03744798890429958
2012,OTHER,K861,1,721,0.0013869625520110957
2012,OTHER,K862,1,721,0.0013869625520110957
2012,OTHER,K868,1,721,0.0013869625520110957
2012,OTHER,K869,1,721,0.0013869625520110957
2012,OTHER,L039,1,721,0.0013869625520110957
2012,OTHER,L511,1,721,0.0013869625520110957
2012,OTHER,M139,1,721,0.0013869625520110957
2012,OTHER,M300,1,721,0.0013869625520110957
2012,OTHER,M348,1,721,0.0013869625520110957
2012,OTHER,M489,1,721,0.0013869625520110957
2012,OTHER,M545,1,721,0.0013869625520110957
2012,OTHER,M622,1,721,0.0013869625520110957
2012,OTHER,M628,1,721,0.0013869625520110957
2012,OTHER,N132,1,721,0.0013869625520110957
2012,OTHER,N133,1,721,0.0013869625520110957
2012,OTHER,N170,1,721,0.0013869625520110957
2012,OTHER,N183,1,721,0.0013869625520110957
2012,OTHER,N185,3,721,0.004160887656033287
2012,OTHER,N189,1,721,0.0013869625520110957
2012,OTHER,N19,1,721,0.0013869625520110957
2012,OTHER,N200,1,721,0.0013869625520110957
2012,OTHER,N321,1,721,0.0013869625520110957
2012,OTHER,N390,3,721,0.004160887656033287
2012,OTHER,N859,1,721,0.0013869625520110957
2012,OTHER,Q858,1,721,0.0013869625520110957
2012,OTHER,Q909,1,721,0.0013869625520110957
2012,OTHER,Y832,1,721,0.0013869625520110957
2012,OTHER,Y839,1,721,0.0013869625520110957
2013,OTHER,D571,2,753,0.0026560424966799467
2013,OTHER,D594,1,753,0.0013280212483399733
2013,OTHER,D649,1,753,0.0013280212483399733
2013,OTHER,D65,2,753,0.0026560424966799467
2013,OTHER,D696,1,753,0.0013280212483399733
2013,OTHER,D728,1,753,0.0013280212483399733
2013,OTHER,E052,1,753,0.0013280212483399733
2013,OTHER,E668,3,753,0.00398406374501992
2013,OTHER,E669,6,753,0.00796812749003984
2013,OTHER,E752,1,753,0.0013280212483399733
2013,OTHER,E780,1,753,0.0013280212483399733
2013,OTHER,E785,3,753,0.00398406374501992
2013,OTHER,E876,1,753,0.0013280212483399733
2013,OTHER,E889,1,753,0.0013280212483399733
2013,OTHER,F011,1,753,0.0013280212483399733
2013,OTHER,F019,3,753,0.00398406374501992
2013,OTHER,F03,36,753,0.04780876494023904
2013,OTHER,F209,1,753,0.0013280212483399733
2013,OTHER,F79,1,753,0.0013280212483399733
2013,OTHER,G049,1,753,0.0013280212483399733
2013,OTHER,G20,6,753,0.00796812749003984
2013,OTHER,G301,2,753,0.0026560424966799467
2013,OTHER,G309,13,753,0.017264276228419653
2013,OTHER,G311,1,753,0.0013280212483399733
2013,OTHER,G318,1,753,0.0013280212483399733
2013,OTHER,G35,1,753,0.0013280212483399733
2013,OTHER,G709,1,753,0.0013280212483399733
2013,OTHER,G728,1,753,0.0013280212483399733
2013,OTHER,G809,1,753,0.0013280212483399733
2013,OTHER,G822,1,753,0.0013280212483399733
2013,OTHER,G919,1,753,0.0013280212483399733
2013,OTHER,G934,2,753,0.0026560424966799467
2013,OTHER,G936,1,753,0.0013280212483399733
2013,OTHER,K219,2,753,0.0026560424966799467
2013,OTHER,K222,1,753,0.0013280212483399733
2013,OTHER,K223,1,753,0.0013280212483399733
2013,OTHER,K227,1,753,0.0013280212483399733
2013,OTHER,K318,1,753,0.0013280212483399733
2013,OTHER,K550,1,753,0.0013280212483399733
2013,OTHER,K559,5,753,0.006640106241699867
2013,OTHER,K560,1,753,0.0013280212483399733
2013,OTHER,K563,9,753,0.01195219123505976
2013,OTHER,K566,4,753,0.005312084993359893
2013,OTHER,K567,1,753,0.0013280212483399733
2013,OTHER,K579,1,753,0.0013280212483399733
2013,OTHER,K590,1,753,0.0013280212483399733
2013,OTHER,K639,1,753,0.0013280212483399733
2013,OTHER,K729,1,753,0.0013280212483399733
2013,OTHER,K750,5,753,0.006640106241699867
2013,OTHER,K760,3,753,0.00398406374501992
2013,OTHER,K766,1,753,0.0013280212483399733
2013,OTHER,K767,1,753,0.0013280212483399733
2013,OTHER,K769,1,753,0.0013280212483399733
2013,OTHER,K852,1,753,0.0013280212483399733
2013,OTHER,K859,24,753,0.03187250996015936
2013,OTHER,K861,1,753,0.0013280212483399733
2013,OTHER,M069,1,753,0.0013280212483399733
2013,OTHER,M311,1,753,0.0013280212483399733
2013,OTHER,M316,1,753,0.0013280212483399733
2013,OTHER,M348,1,753,0.0013280212483399733
2013,OTHER,M419,1,753,0.0013280212483399733
2013,OTHER,M489,1,753,0.0013280212483399733
2013,OTHER,M726,1,753,0.0013280212483399733
2013,OTHER,M819,3,753,0.00398406374501992
2013,OTHER,N12,1,753,0.0013280212483399733
2013,OTHER,N133,1,753,0.0013280212483399733
2013,OTHER,N179,3,753,0.00398406374501992
2013,OTHER,N185,2,753,0.0026560424966799467
2013,OTHER,N189,1,753,0.0013280212483399733
2013,OTHER,N19,5,753,0.006640106241699867
2013,OTHER,N390,8,753,0.010624169986719787
2013,OTHER,N40,1,753,0.0013280212483399733
2013,OTHER,Q909,1,753,0.0013280212483399733
2013,OTHER,Y831,1,753,0.0013280212483399733
2013,OTHER,Y836,1,753,0.0013280212483399733
2013,OTHER,Y839,1,753,0.0013280212483399733
2014,OTHER,D500,1,698,0.0014326647564469914
2014,OTHER,D649,2,698,0.0028653295128939827
2014,OTHER,D689,1,698,0.0014326647564469914
2014,OTHER,D860,1,698,0.0014326647564469914
2014,OTHER,E668,1,698,0.0014326647564469914
2014,OTHER,E669,4,698,0.0057306590257879654
2014,OTHER,E785,3,698,0.004297994269340974
2014,OTHER,E86,1,698,0.0014326647564469914
2014,OTHER,E872,1,698,0.0014326647564469914
2014,OTHER,F019,2,698,0.0028653295128939827
2014,OTHER,F03,25,698,0.03581661891117478
2014,OTHER,F069,1,698,0.0014326647564469914
2014,OTHER,F102,1,698,0.0014326647564469914
2014,OTHER,F54,1,698,0.0014326647564469914
2014,OTHER,G20,3,698,0.004297994269340974
2014,OTHER,G219,1,698,0.0014326647564469914
2014,OTHER,G301,1,698,0.0014326647564469914
2014,OTHER,G309,28,698,0.04011461318051576
2014,OTHER,G35,2,698,0.0028653295128939827
2014,OTHER,G379,1,698,0.0014326647564469914
2014,OTHER,G419,1,698,0.0014326647564469914
2014,OTHER,G710,1,698,0.0014326647564469914
2014,OTHER,G729,1,698,0.0014326647564469914
2014,OTHER,G92,1,698,0.0014326647564469914
2014,OTHER,G931,2,698,0.0028653295128939827
2014,OTHER,G934,1,698,0.0014326647564469914
2014,OTHER,K223,3,698,0.004297994269340974
2014,OTHER,K225,1,698,0.0014326647564469914
2014,OTHER,K296,1,698,0.0014326647564469914
2014,OTHER,K550,1,698,0.0014326647564469914
2014,OTHER,K559,5,698,0.0071633237822349575
2014,OTHER,K563,7,698,0.01002865329512894
2014,OTHER,K566,1,698,0.0014326647564469914
2014,OTHER,K567,1,698,0.0014326647564469914
2014,OTHER,K578,1,698,0.0014326647564469914
2014,OTHER,K590,1,698,0.0014326647564469914
2014,OTHER,K631,2,698,0.0028653295128939827
2014,OTHER,K659,1,698,0.0014326647564469914
2014,OTHER,K729,1,698,0.0014326647564469914
2014,OTHER,K750,2,698,0.0028653295128939827
2014,OTHER,K759,1,698,0.0014326647564469914
2014,OTHER,K760,1,698,0.0014326647564469914
2014,OTHER,K766,1,698,0.0014326647564469914
2014,OTHER,K767,1,698,0.0014326647564469914
2014,OTHER,K769,3,698,0.004297994269340974
2014,OTHER,K859,26,698,0.03724928366762178
2014,OTHER,K861,2,698,0.0028653295128939827
2014,OTHER,K900,1,698,0.0014326647564469914
2014,OTHER,L022,1,698,0.0014326647564469914
2014,OTHER,L089,1,698,0.0014326647564469914
2014,OTHER,M009,1,698,0.0014326647564469914
2014,OTHER,M069,3,698,0.004297994269340974
2014,OTHER,M321,1,698,0.0014326647564469914
2014,OTHER,M348,1,698,0.0014326647564469914
2014,OTHER,M819,1,698,0.0014326647564469914
2014,OTHER,N12,1,698,0.0014326647564469914
2014,OTHER,N184,1,698,0.0014326647564469914
2014,OTHER,N185,3,698,0.004297994269340974
2014,OTHER,N189,4,698,0.0057306590257879654
2014,OTHER,N19,3,698,0.004297994269340974
2014,OTHER,N288,1,698,0.0014326647564469914
2014,OTHER,N390,10,698,0.014326647564469915
2014,OTHER,N40,1,698,0.0014326647564469914
2014,OTHER,N498,1,698,0.0014326647564469914
2014,OTHER,N850,1,698,0.0014326647564469914
2014,OTHER,N859,1,698,0.0014326647564469914
2014,OTHER,Y69,1,698,0.0014326647564469914
2014,OTHER,Y839,1,698,0.0014326647564469914
2015,OTHER,D500,1,693,0.001443001443001443
2015,OTHER,D569,1,693,0.001443001443001443
2015,OTHER,D619,1,693,0.001443001443001443
2015,OTHER,D649,1,693,0.001443001443001443
2015,OTHER,D689,2,693,0.002886002886002886
2015,OTHER,E668,4,693,0.005772005772005772
2015,OTHER,E669,4,693,0.005772005772005772
2015,OTHER,E780,2,693,0.002886002886002886
2015,OTHER,E781,1,693,0.001443001443001443
2015,OTHER,E785,4,693,0.005772005772005772
2015,OTHER,E86,2,693,0.002886002886002886
2015,OTHER,E871,1,693,0.001443001443001443
2015,OTHER,E872,2,693,0.002886002886002886
2015,OTHER,E875,1,693,0.001443001443001443
2015,OTHER,E889,2,693,0.002886002886002886
2015,OTHER,F019,2,693,0.002886002886002886
2015,OTHER,F03,17,693,0.024531024531024532
2015,OTHER,F500,1,693,0.001443001443001443
2015,OTHER,G20,2,693,0.002886002886002886
2015,OTHER,G309,17,693,0.024531024531024532
2015,OTHER,G700,1,693,0.001443001443001443
2015,OTHER,K219,1,693,0.001443001443001443
2015,OTHER,K223,1,693,0.001443001443001443
2015,OTHER,K311,1,693,0.001443001443001443
2015,OTHER,K509,1,693,0.001443001443001443
2015,OTHER,K550,3,693,0.004329004329004329
2015,OTHER,K559,6,693,0.008658008658008658
2015,OTHER,K563,16,693,0.023088023088023088
2015,OTHER,K565,1,693,0.001443001443001443
2015,OTHER,K566,5,693,0.007215007215007215
2015,OTHER,K571,1,693,0.001443001443001443
2015,OTHER,K579,1,693,0.001443001443001443
2015,OTHER,K602,1,693,0.001443001443001443
2015,OTHER,K720,1,693,0.001443001443001443
2015,OTHER,K754,3,693,0.004329004329004329
2015,OTHER,K760,1,693,0.001443001443001443
2015,OTHER,K761,1,693,0.001443001443001443
2015,OTHER,K769,2,693,0.002886002886002886
2015,OTHER,K852,3,693,0.004329004329004329
2015,OTHER,K859,32,693,0.046176046176046176
2015,OTHER,K861,2,693,0.002886002886002886
2015,OTHER,K869,2,693,0.002886002886002886
2015,OTHER,M069,1,693,0.001443001443001443
2015,OTHER,M349,1,693,0.001443001443001443
2015,OTHER,M609,1,693,0.001443001443001443
2015,OTHER,N179,2,693,0.002886002886002886
2015,OTHER,N185,2,693,0.002886002886002886
2015,OTHER,N189,1,693,0.001443001443001443
2015,OTHER,N19,1,693,0.001443001443001443
2015,OTHER,N288,1,693,0.001443001443001443
2015,OTHER,N390,4,693,0.005772005772005772
2015,OTHER,N40,1,693,0.001443001443001443
2015,OTHER,Y442,1,693,0.001443001443001443
2015,OTHER,Y838,1,693,0.001443001443001443
2016,OTHER,D649,1,711,0.0014064697609001407
2016,OTHER,D65,2,711,0.0028129395218002813
2016,OTHER,D685,1,711,0.0014064697609001407
2016,OTHER,D689,2,711,0.0028129395218002813
2016,OTHER,D696,1,711,0.0014064697609001407
2016,OTHER,D70,1,711,0.0014064697609001407
2016,OTHER,D849,1,711,0.0014064697609001407
2016,OTHER,D869,1,711,0.0014064697609001407
2016,OTHER,E668,5,711,0.007032348804500703
2016,OTHER,E669,4,711,0.005625879043600563
2016,OTHER,E780,1,711,0.0014064697609001407
2016,OTHER,E781,1,711,0.0014064697609001407
2016,OTHER,E785,3,711,0.004219409282700422
2016,OTHER,E86,1,711,0.0014064697609001407
2016,OTHER,E872,4,711,0.005625879043600563
2016,OTHER,E889,1,711,0.0014064697609001407
2016,OTHER,F019,4,711,0.005625879043600563
2016,OTHER,F03,18,711,0.02531645569620253
2016,OTHER,F051,1,711,0.0014064697609001407
2016,OTHER,F101,1,711,0.0014064697609001407
2016,OTHER,F199,1,711,0.0014064697609001407
2016,OTHER,F412,1,711,0.0014064697609001407
2016,OTHER,F79,1,711,0.0014064697609001407
2016,OTHER,G122,2,711,0.0028129395218002813
2016,OTHER,G20,2,711,0.0028129395218002813
2016,OTHER,G219,1,711,0.0014064697609001407
2016,OTHER,G301,1,711,0.0014064697609001407
2016,OTHER,G309,23,711,0.03234880450070324
2016,OTHER,G312,1,711,0.0014064697609001407
2016,OTHER,G318,1,711,0.0014064697609001407
2016,OTHER,G35,2,711,0.0028129395218002813
2016,OTHER,G409,1,711,0.0014064697609001407
2016,OTHER,G473,1,711,0.0014064697609001407
2016,OTHER,G822,1,711,0.0014064697609001407
2016,OTHER,G825,1,711,0.0014064697609001407
2016,OTHER,G92,2,711,0.0028129395218002813
2016,OTHER,G934,1,711,0.0014064697609001407
2016,OTHER,G936,1,711,0.0014064697609001407
2016,OTHER,K20,1,711,0.0014064697609001407
2016,OTHER,K315,1,711,0.0014064697609001407
2016,OTHER,K519,1,711,0.0014064697609001407
2016,OTHER,K550,2,711,0.0028129395218002813
2016,OTHER,K559,3,711,0.004219409282700422
2016,OTHER,K562,1,711,0.0014064697609001407
2016,OTHER,K563,10,711,0.014064697609001406
2016,OTHER,K565,1,711,0.0014064697609001407
2016,OTHER,K566,2,711,0.0028129395218002813
2016,OTHER,K578,2,711,0.0028129395218002813
2016,OTHER,K579,3,711,0.004219409282700422
2016,OTHER,K631,3,711,0.004219409282700422
2016,OTHER,K668,1,711,0.0014064697609001407
2016,OTHER,K750,4,711,0.005625879043600563
2016,OTHER,K758,1,711,0.0014064697609001407
2016,OTHER,K760,5,711,0.007032348804500703
2016,OTHER,K769,4,711,0.005625879043600563
2016,OTHER,K851,1,711,0.0014064697609001407
2016,OTHER,K852,2,711,0.0028129395218002813
2016,OTHER,K859,27,711,0.0379746835443038
2016,OTHER,K861,2,711,0.0028129395218002813
2016,OTHER,K862,1,711,0.0014064697609001407
2016,OTHER,K904,1,711,0.0014064697609001407
2016,OTHER,M069,1,711,0.0014064697609001407
2016,OTHER,N12,2,711,0.0028129395218002813
2016,OTHER,N179,2,711,0.0028129395218002813
2016,OTHER,N183,1,711,0.0014064697609001407
2016,OTHER,N185,2,711,0.0028129395218002813
2016,OTHER,N189,1,711,0.0014064697609001407
2016,OTHER,N288,1,711,0.0014064697609001407
2016,OTHER,N390,5,711,0.007032348804500703
2016,OTHER,N948,1,711,0.0014064697609001407
2016,OTHER,Y831,1,711,0.0014064697609001407
2016,OTHER,Y836,2,711,0.0028129395218002813
2016,OTHER,Y839,1,711,0.0014064697609001407
2016,OTHER,Y883,1,711,0.0014064697609001407
2017,OTHER,D693,1,695,0.0014388489208633094
2017,OTHER,E662,1,695,0.0014388489208633094
2017,OTHER,E668,9,695,0.012949640287769784
2017,OTHER,E669,3,695,0.004316546762589928
2017,OTHER,E780,2,695,0.0028776978417266188
2017,OTHER,E785,8,695,0.011510791366906475
2017,OTHER,E871,1,695,0.0014388489208633094
2017,OTHER,E872,3,695,0.004316546762589928
2017,OTHER,E889,1,695,0.0014388489208633094
2017,OTHER,F011,1,695,0.0014388489208633094
2017,OTHER,F019,6,695,0.008633093525179856
2017,OTHER,F03,17,695,0.02446043165467626
2017,OTHER,F069,1,695,0.0014388489208633094
2017,OTHER,F102,1,695,0.0014388489208633094
2017,OTHER,F259,1,695,0.0014388489208633094
2017,OTHER,F54,1,695,0.0014388489208633094
2017,OTHER,G20,5,695,0.007194244604316547
2017,OTHER,G309,26,695,0.03741007194244604
2017,OTHER,G310,1,695,0.0014388489208633094
2017,OTHER,G311,3,695,0.004316546762589928
2017,OTHER,G318,1,695,0.0014388489208633094
2017,OTHER,G35,2,695,0.0028776978417266188
2017,OTHER,G409,1,695,0.0014388489208633094
2017,OTHER,G809,1,695,0.0014388489208633094
2017,OTHER,G931,3,695,0.004316546762589928
2017,OTHER,G934,2,695,0.0028776978417266188
2017,OTHER,K220,1,695,0.0014388489208633094
2017,OTHER,K223,2,695,0.0028776978417266188
2017,OTHER,K225,1,695,0.0014388489208633094
2017,OTHER,K296,1,695,0.0014388489208633094
2017,OTHER,K297,1,695,0.0014388489208633094
2017,OTHER,K299,1,695,0.0014388489208633094
2017,OTHER,K509,1,695,0.0014388489208633094
2017,OTHER,K559,2,695,0.0028776978417266188
2017,OTHER,K560,1,695,0.0014388489208633094
2017,OTHER,K563,9,695,0.012949640287769784
2017,OTHER,K566,3,695,0.004316546762589928
2017,OTHER,K570,1,695,0.0014388489208633094
2017,OTHER,K572,1,695,0.0014388489208633094
2017,OTHER,K579,1,695,0.0014388489208633094
2017,OTHER,K631,3,695,0.004316546762589928
2017,OTHER,K661,2,695,0.0028776978417266188
2017,OTHER,K720,1,695,0.0014388489208633094
2017,OTHER,K729,1,695,0.0014388489208633094
2017,OTHER,K754,1,695,0.0014388489208633094
2017,OTHER,K760,5,695,0.007194244604316547
2017,OTHER,K767,1,695,0.0014388489208633094
2017,OTHER,K769,4,695,0.0057553956834532375
2017,OTHER,K851,1,695,0.0014388489208633094
2017,OTHER,K852,2,695,0.0028776978417266188
2017,OTHER,K859,20,695,0.02877697841726619
2017,OTHER,K861,3,695,0.004316546762589928
2017,OTHER,L039,1,695,0.0014388489208633094
2017,OTHER,M479,1,695,0.0014388489208633094
2017,OTHER,M819,1,695,0.0014388489208633094
2017,OTHER,M869,2,695,0.0028776978417266188
2017,OTHER,N009,1,695,0.0014388489208633094
2017,OTHER,N185,1,695,0.0014388489208633094
2017,OTHER,N189,3,695,0.004316546762589928
2017,OTHER,N19,2,695,0.0028776978417266188
2017,OTHER,N200,2,695,0.0028776978417266188
2017,OTHER,N209,1,695,0.0014388489208633094
2017,OTHER,N288,1,695,0.0014388489208633094
2017,OTHER,N289,1,695,0.0014388489208633094
2017,OTHER,N390,6,695,0.008633093525179856
2017,OTHER,N498,1,695,0.0014388489208633094
2017,OTHER,Q245,1,695,0.0014388489208633094
2017,OTHER,Y836,2,695,0.0028776978417266188
2017,OTHER,Y839,3,695,0.004316546762589928
2018,OTHER,D500,1,651,0.0015360983102918587
2018,OTHER,D570,1,651,0.0015360983102918587
2018,OTHER,D571,1,651,0.0015360983102918587
2018,OTHER,D65,1,651,0.0015360983102918587
2018,OTHER,D689,1,651,0.0015360983102918587
2018,OTHER,D696,1,651,0.0015360983102918587
2018,OTHER,D739,1,651,0.0015360983102918587
2018,OTHER,D839,1,651,0.0015360983102918587
2018,OTHER,E050,1,651,0.0015360983102918587
2018,OTHER,E237,1,651,0.0015360983102918587
2018,OTHER,E662,1,651,0.0015360983102918587
2018,OTHER,E668,7,651,0.010752688172043012
2018,OTHER,E722,1,651,0.0015360983102918587
2018,OTHER,E780,1,651,0.0015360983102918587
2018,OTHER,E785,4,651,0.006144393241167435
2018,OTHER,E86,1,651,0.0015360983102918587
2018,OTHER,E870,1,651,0.0015360983102918587
2018,OTHER,F019,3,651,0.004608294930875576
2018,OTHER,F03,21,651,0.03225806451612903
2018,OTHER,F102,1,651,0.0015360983102918587
2018,OTHER,F159,1,651,0.0015360983102918587
2018,OTHER,G10,1,651,0.0015360983102918587
2018,OTHER,G20,3,651,0.004608294930875576
2018,OTHER,G231,1,651,0.0015360983102918587
2018,OTHER,G301,2,651,0.0030721966205837174
2018,OTHER,G309,16,651,0.02457757296466974
2018,OTHER,G610,1,651,0.0015360983102918587
2018,OTHER,G700,1,651,0.0015360983102918587
2018,OTHER,G711,1,651,0.0015360983102918587
2018,OTHER,G729,1,651,0.0015360983102918587
2018,OTHER,G809,1,651,0.0015360983102918587
2018,OTHER,G930,1,651,0.0015360983102918587
2018,OTHER,G934,5,651,0.007680491551459293
2018,OTHER,G98,1,651,0.0015360983102918587
2018,OTHER,K222,1,651,0.0015360983102918587
2018,OTHER,K508,1,651,0.0015360983102918587
2018,OTHER,K509,1,651,0.0015360983102918587
2018,OTHER,K529,1,651,0.0015360983102918587
2018,OTHER,K559,3,651,0.004608294930875576
2018,OTHER,K563,12,651,0.018433179723502304
2018,OTHER,K566,3,651,0.004608294930875576
2018,OTHER,K573,1,651,0.0015360983102918587
2018,OTHER,K579,2,651,0.0030721966205837174
2018,OTHER,K650,1,651,0.0015360983102918587
2018,OTHER,K660,1,651,0.0015360983102918587
2018,OTHER,K720,1,651,0.0015360983102918587
2018,OTHER,K729,1,651,0.0015360983102918587
2018,OTHER,K750,3,651,0.004608294930875576
2018,OTHER,K759,1,651,0.0015360983102918587
2018,OTHER,K760,1,651,0.0015360983102918587
2018,OTHER,K768,1,651,0.0015360983102918587
2018,OTHER,K769,2,651,0.0030721966205837174
2018,OTHER,K851,1,651,0.0015360983102918587
2018,OTHER,K852,2,651,0.0030721966205837174
2018,OTHER,K859,22,651,0.03379416282642089
2018,OTHER,K860,1,651,0.0015360983102918587
2018,OTHER,K869,2,651,0.0030721966205837174
2018,OTHER,L905,1,651,0.0015360983102918587
2018,OTHER,M819,1,651,0.0015360983102918587
2018,OTHER,M869,1,651,0.0015360983102918587
2018,OTHER,N12,1,651,0.0015360983102918587
2018,OTHER,N179,3,651,0.004608294930875576
2018,OTHER,N184,1,651,0.0015360983102918587
2018,OTHER,N185,3,651,0.004608294930875576
2018,OTHER,N189,2,651,0.0030721966205837174
2018,OTHER,N390,3,651,0.004608294930875576
2018,OTHER,N40,1,651,0.0015360983102918587
2018,OTHER,N498,1,651,0.0015360983102918587
2018,OTHER,N811,1,651,0.0015360983102918587
2018,OTHER,O996,1,651,0.0015360983102918587
2018,OTHER,Q613,1,651,0.0015360983102918587
2018,OTHER,Y830,1,651,0.0015360983102918587
2018,OTHER,Y836,4,651,0.006144393241167435
2018,OTHER,Y839,2,651,0.0030721966205837174
2019,OTHER,D571,1,745,0.0013422818791946308
2019,OTHER,D619,2,745,0.0026845637583892616
2019,OTHER,D649,2,745,0.0026845637583892616
2019,OTHER,D65,1,745,0.0013422818791946308
2019,OTHER,D689,2,745,0.0026845637583892616
2019,OTHER,D696,1,745,0.0013422818791946308
2019,OTHER,E162,1,745,0.0013422818791946308
2019,OTHER,E662,1,745,0.0013422818791946308
2019,OTHER,E668,2,745,0.0026845637583892616
2019,OTHER,E669,1,745,0.0013422818791946308
2019,OTHER,E752,1,745,0.0013422818791946308
2019,OTHER,E780,1,745,0.0013422818791946308
2019,OTHER,E785,6,745,0.008053691275167786
2019,OTHER,E789,1,745,0.0013422818791946308
2019,OTHER,E835,1,745,0.0013422818791946308
2019,OTHER,E854,1,745,0.0013422818791946308
2019,OTHER,E86,1,745,0.0013422818791946308
2019,OTHER,E872,1,745,0.0013422818791946308
2019,OTHER,F019,3,745,0.004026845637583893
2019,OTHER,F03,22,745,0.02953020134228188
2019,OTHER,F101,1,745,0.0013422818791946308
2019,OTHER,F111,1,745,0.0013422818791946308
2019,OTHER,F191,1,745,0.0013422818791946308
2019,OTHER,F329,1,745,0.0013422818791946308
2019,OTHER,F54,1,745,0.0013422818791946308
2019,OTHER,G14,1,745,0.0013422818791946308
2019,OTHER,G20,7,745,0.009395973154362415
2019,OTHER,G301,1,745,0.0013422818791946308
2019,OTHER,G309,22,745,0.02953020134228188
2019,OTHER,G311,3,745,0.004026845637583893
2019,OTHER,G35,1,745,0.0013422818791946308
2019,OTHER,G473,1,745,0.0013422818791946308
2019,OTHER,G809,1,745,0.0013422818791946308
2019,OTHER,G819,1,745,0.0013422818791946308
2019,OTHER,G825,2,745,0.0026845637583892616
2019,OTHER,G934,3,745,0.004026845637583893
2019,OTHER,G952,1,745,0.0013422818791946308
2019,OTHER,G959,1,745,0.0013422818791946308
2019,OTHER,K219,1,745,0.0013422818791946308
2019,OTHER,K529,1,745,0.0013422818791946308
2019,OTHER,K559,5,745,0.006711409395973154
2019,OTHER,K563,13,745,0.0174496644295302
2019,OTHER,K566,3,745,0.004026845637583893
2019,OTHER,K567,1,745,0.0013422818791946308
2019,OTHER,K572,1,745,0.0013422818791946308
2019,OTHER,K579,1,745,0.0013422818791946308
2019,OTHER,K631,2,745,0.0026845637583892616
2019,OTHER,K660,1,745,0.0013422818791946308
2019,OTHER,K750,1,745,0.0013422818791946308
2019,OTHER,K754,1,745,0.0013422818791946308
2019,OTHER,K759,1,745,0.0013422818791946308
2019,OTHER,K760,2,745,0.0026845637583892616
2019,OTHER,K769,2,745,0.0026845637583892616
2019,OTHER,K852,3,745,0.004026845637583893
2019,OTHER,K859,27,745,0.036241610738255034
2019,OTHER,K861,3,745,0.004026845637583893
2019,OTHER,K902,1,745,0.0013422818791946308
2019,OTHER,M321,1,745,0.0013422818791946308
2019,OTHER,M462,1,745,0.0013422818791946308
2019,OTHER,M464,1,745,0.0013422818791946308
2019,OTHER,M797,1,745,0.0013422818791946308
2019,OTHER,M809,1,745,0.0013422818791946308
2019,OTHER,N12,1,745,0.0013422818791946308
2019,OTHER,N139,1,745,0.0013422818791946308
2019,OTHER,N179,2,745,0.0026845637583892616
2019,OTHER,N185,2,745,0.0026845637583892616
2019,OTHER,N189,5,745,0.006711409395973154
2019,OTHER,N19,4,745,0.005369127516778523
2019,OTHER,N200,1,745,0.0013422818791946308
2019,OTHER,N288,4,745,0.005369127516778523
2019,OTHER,N309,1,745,0.0013422818791946308
2019,OTHER,N390,5,745,0.006711409395973154
2019,OTHER,Q909,1,745,0.0013422818791946308
2019,OTHER,Y428,1,745,0.0013422818791946308
2019,OTHER,Y833,1,745,0.0013422818791946308
2019,OTHER,Y836,4,745,0.005369127516778523
2020,OTHER,D591,1,854,0.00117096018735363
2020,OTHER,D594,1,854,0.00117096018735363
2020,OTHER,D696,1,854,0.00117096018735363
2020,OTHER,D728,1,854,0.00117096018735363
2020,OTHER,D759,1,854,0.00117096018735363
2020,OTHER,E668,4,854,0.00468384074941452
2020,OTHER,E669,4,854,0.00468384074941452
2020,OTHER,E780,1,854,0.00117096018735363
2020,OTHER,E785,6,854,0.00702576112412178
2020,OTHER,E789,1,854,0.00117096018735363
2020,OTHER,E86,1,854,0.00117096018735363
2020,OTHER,E870,1,854,0.00117096018735363
