analysis,scenario,comparison,start_year,end_year,year,group,A_records,B_records,denominator_records,UCF,UCF_CI_lo,UCF_CI_hi,start_weight,end_weight,start_UCF,end_UCF,composition_component,selection_component,total_change,composition_total,selection_total,decomposition_residual,excluded_A_records,excluded_B_records,metric,metric_value,note
entity_status,raw_entity_axis_status,annual,,,2022,Both,19,18,19,0.9473684210526315,0.753612688331012,0.9906480059376995,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2022,entity_no_K80,1,1,1,1.0,0.20654931437723742,1.0,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2022,entity_unknown,0,0,0,,,,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2023,Part_I_only,1251,1051,1251,0.8401278976818545,0.8187825242620117,0.8593907971707799,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2023,Part_II_only,797,59,797,0.0740276035131744,0.057823096283047645,0.09431870092125273,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2023,Both,9,7,9,0.7777777777777778,0.45258896910698887,0.9367748928821533,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2023,entity_no_K80,0,0,0,,,,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2023,entity_unknown,0,0,0,,,,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2024,Part_I_only,1254,1094,1254,0.8724082934609251,0.8527982307227627,0.889743679825872,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2024,Part_II_only,791,49,791,0.061946902654867256,0.04717245539133176,0.08095556019028653,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2024,Both,20,18,20,0.9,0.6989663547715128,0.9721335187862318,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2024,entity_no_K80,0,0,0,,,,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
entity_status,raw_entity_axis_status,annual,,,2024,entity_unknown,0,0,0,,,,,,,,,,,,,,,,,,Exhaustive entity-axis K80 status among A.
part_rule,Part_I_priority,annual,,,1999,Part_I,1230,1029,2401,0.8365853658536585,0.8148798992225255,0.8561949735503529,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,1999,Part_II,1171,69,2401,0.05892399658411614,0.04682387095601707,0.07390855447530417,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,1999,included_all,2401,1098,2401,0.4573094543940025,0.4374668512790624,0.477288444024051,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2000,Part_I,1217,1024,2316,0.8414133114215283,0.8198202034485236,0.860857860026424,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2000,Part_II,1099,49,2316,0.044585987261146494,0.03388834468374071,0.05845626025122125,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2000,included_all,2316,1073,2316,0.4632987910189983,0.44306789669181,0.48365123346529126,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2001,Part_I,1291,1078,2389,0.8350116189000775,0.8137764955313797,0.8542589570774811,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2001,Part_II,1098,60,2389,0.0546448087431694,0.04268772575420833,0.06970726340624875,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2001,included_all,2389,1138,2389,0.4763499372122227,0.456376593706232,0.4963992161647272,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2002,Part_I,1208,1009,2266,0.8352649006622517,0.8132903069320079,0.8551139584149238,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2002,Part_II,1058,68,2266,0.06427221172022685,0.051014138675970794,0.08068297830795758,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2002,included_all,2266,1077,2266,0.47528684907325686,0.4547844323205873,0.49587291444486037,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2003,Part_I,1194,995,2211,0.8333333333333334,0.8111324374526132,0.85339623964267,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2003,Part_II,1017,54,2211,0.05309734513274336,0.040921712300837645,0.06863639572300442,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2003,included_all,2211,1049,2211,0.47444595205789236,0.45369427286130914,0.4952862740080964,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2004,Part_I,1227,1032,2149,0.8410757946210269,0.819558690330005,0.8604639023457038,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2004,Part_II,922,55,2149,0.0596529284164859,0.046115012763751025,0.07684497972319332,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2004,included_all,2149,1087,2149,0.5058166589111215,0.4846868235242071,0.5269257361919621,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2005,Part_I,1162,995,2087,0.8562822719449226,0.8349372563194123,0.8752793805443707,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2005,Part_II,925,46,2087,0.04972972972972973,0.03748839836244382,0.06569547431091796,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2005,included_all,2087,1041,2087,0.49880210828941063,0.47737262502394834,0.520235993277116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2006,Part_I,1106,952,1947,0.8607594936708861,0.8391048986212952,0.879916718076955,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2006,Part_II,841,58,1947,0.06896551724137931,0.05372663164293609,0.0881241944138008,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2006,included_all,1947,1010,1947,0.5187467899332306,0.4965380095765793,0.5408817405881161,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2007,Part_I,1120,969,1870,0.8651785714285715,0.8439236653024328,0.8839370071970231,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2007,Part_II,750,51,1870,0.068,0.05209614530686504,0.08830666430547972,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2007,included_all,1870,1020,1870,0.5454545454545454,0.5228162016374261,0.5679065215682978,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2008,Part_I,1226,1090,2034,0.8890701468189234,0.8702612864793802,0.9054484549329799,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2008,Part_II,808,46,2034,0.05693069306930693,0.04295104176070542,0.07510336132424714,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2008,included_all,2034,1136,2034,0.5585054080629301,0.5368353100827341,0.5799549333239985,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2009,Part_I,1122,945,1824,0.8422459893048129,0.8197540879565537,0.8624023506635617,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2009,Part_II,702,43,1824,0.06125356125356125,0.0457906957137784,0.08149207819808482,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2009,included_all,1824,988,1824,0.5416666666666666,0.5187368528275924,0.5644213441081904,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2010,Part_I,1123,965,1780,0.8593054318788959,0.8377420768251131,0.87841900660234,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2010,Part_II,657,29,1780,0.0441400304414003,0.030906564640661813,0.06267330689320566,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2010,included_all,1780,994,1780,0.5584269662921348,0.5352569842491082,0.5813453062579809,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2011,Part_I,1151,973,1808,0.845351867940921,0.823318018907057,0.8650881635414338,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2011,Part_II,657,31,1808,0.0471841704718417,0.03343750647989905,0.06619525405875061,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2011,included_all,1808,1004,1808,0.5553097345132744,0.5323106687663177,0.578074265316258,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2012,Part_I,1116,977,1746,0.8754480286738351,0.8547771001444776,0.8935431137566029,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2012,Part_II,630,48,1746,0.0761904761904762,0.05794614467649288,0.09957188673542529,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2012,included_all,1746,1025,1746,0.5870561282932417,0.5637949394080431,0.6099350853708194,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2013,Part_I,1066,912,1701,0.8555347091932458,0.8331531185861533,0.8753630767345603,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2013,Part_II,635,36,1701,0.05669291338582677,0.0412289799190672,0.07748820377890067,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2013,included_all,1701,948,1701,0.5573192239858906,0.5336119064164113,0.5807682308046116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2014,Part_I,1101,964,1692,0.8755676657584015,0.854755094658641,0.893768590253345,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2014,Part_II,591,30,1692,0.050761421319796954,0.03578546628336034,0.07153970057246595,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2014,included_all,1692,994,1692,0.5874704491725768,0.5638412704743248,0.610703347750684,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2015,Part_I,1200,1040,1772,0.8666666666666667,0.8462584724428325,0.8847347937818285,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2015,Part_II,572,39,1772,0.06818181818181818,0.05027476617510234,0.0918502190392359,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2015,included_all,1772,1079,1772,0.6089164785553047,0.5859831121153685,0.6313786338235601,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2016,Part_I,1157,992,1742,0.857389801210026,0.8360571084390876,0.8763571439258773,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2016,Part_II,585,39,1742,0.06666666666666667,0.049148742020732945,0.0898385143871338,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2016,included_all,1742,1031,1742,0.5918484500574053,0.5685906491037471,0.6147020538981384,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2017,Part_I,1097,946,1668,0.8623518687329079,0.8406958945703233,0.8814789414425437,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2017,Part_II,571,27,1668,0.047285464098073555,0.03269822453792171,0.06792336065420718,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2017,included_all,1668,973,1668,0.5833333333333334,0.5595089244550656,0.6067747853627897,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2018,Part_I,1089,930,1620,0.8539944903581267,0.8317777942955794,0.8737225267043218,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2018,Part_II,531,39,1620,0.07344632768361582,0.05419042197074493,0.09882961316481009,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2018,included_all,1620,969,1620,0.5981481481481481,0.574068936459787,0.6217629892941875,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2019,Part_I,1189,1014,1794,0.8528174936921783,0.831543783148738,0.8718187582819393,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2019,Part_II,604,34,1794,0.056291390728476824,0.04055937718059835,0.07763173627204045,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2019,entity_no_K80,1,1,1794,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2019,included_all,1794,1049,1794,0.584726867335563,0.5617670984689374,0.6073245633728198,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2020,Part_I,1207,1011,1906,0.8376139188069595,0.8157421499658836,0.8573434914803334,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2020,Part_II,699,41,1906,0.058655221745350504,0.04352887186837537,0.07860601039188361,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2020,included_all,1906,1052,1906,0.5519412381951732,0.5295335158543095,0.5741400111212033,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2021,Part_I,1305,1121,2034,0.8590038314176245,0.8390666340446769,0.8768336712866238,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2021,Part_II,729,51,2034,0.06995884773662552,0.05360818480251435,0.09081794931797703,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2021,included_all,2034,1172,2034,0.576204523107178,0.5546053491524149,0.5975163964613965,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2022,Part_I,1388,1184,2205,0.8530259365994236,0.8334243034336443,0.870678878569824,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2022,Part_II,816,44,2205,0.05392156862745098,0.040410415064090786,0.07161302292208283,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2022,entity_no_K80,1,1,2205,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2022,included_all,2205,1229,2205,0.5573696145124717,0.536555882359061,0.5779838004188407,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2023,Part_I,1260,1058,2057,0.8396825396825397,0.8183958868222854,0.858904255553756,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2023,Part_II,797,59,2057,0.0740276035131744,0.057823096283047645,0.09431870092125273,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2023,included_all,2057,1117,2057,0.5430238210986874,0.521436365855208,0.5644508814351719,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_I_priority,annual,,,2024,Part_I,1274,1112,2065,0.8728414442700158,0.8534199706198784,0.8900212391188826,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule,Part_I_priority,annual,,,2024,Part_II,791,49,2065,0.061946902654867256,0.04717245539133176,0.08095556019028653,,,,,,,,,,,0,0,,,Both assigned to Part I; all A retained.
part_rule_overall,Part_I_priority,annual,,,2024,included_all,2065,1161,2065,0.5622276029055691,0.5407338595177733,0.5834902558218807,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,1999,Part_I,1215,1015,2401,0.8353909465020576,0.81348871973099,0.8551790500612878,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,1999,Part_II,1186,83,2401,0.0699831365935919,0.05680921935590419,0.08593371295797879,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,1999,included_all,2401,1098,2401,0.4573094543940025,0.4374668512790624,0.477288444024051,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2000,Part_I,1204,1015,2316,0.8430232558139535,0.8213878793769863,0.86247670729359,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2000,Part_II,1112,58,2316,0.052158273381294966,0.040563282512911934,0.06683679468743843,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2000,included_all,2316,1073,2316,0.4632987910189983,0.44306789669181,0.48365123346529126,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2001,Part_I,1269,1060,2389,0.8353033884948778,0.8138900209237837,0.854692852538292,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2001,Part_II,1120,78,2389,0.06964285714285715,0.05615944525865947,0.0860683196686321,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2001,included_all,2389,1138,2389,0.4763499372122227,0.456376593706232,0.4963992161647272,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2002,Part_I,1191,994,2266,0.834592779177162,0.8124223721120295,0.8546117302923489,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2002,Part_II,1075,83,2266,0.07720930232558139,0.06271596129687756,0.09471352700472296,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2002,included_all,2266,1077,2266,0.47528684907325686,0.4547844323205873,0.49587291444486037,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2003,Part_I,1182,985,2211,0.8333333333333334,0.8110146929682663,0.8534923489626651,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2003,Part_II,1029,64,2211,0.062196307094266275,0.04900602658083651,0.07864324397732994,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2003,included_all,2211,1049,2211,0.47444595205789236,0.45369427286130914,0.4952862740080964,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2004,Part_I,1210,1017,2149,0.8404958677685951,0.818792327621539,0.8600442650917764,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2004,Part_II,939,70,2149,0.07454739084132056,0.05942574208681936,0.09313591870460469,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2004,included_all,2149,1087,2149,0.5058166589111215,0.4846868235242071,0.5269257361919621,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2005,Part_I,1151,985,2087,0.8557775847089487,0.8342975291633392,0.8748907267175587,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2005,Part_II,936,56,2087,0.05982905982905983,0.04635899648908445,0.07689738652476034,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2005,included_all,2087,1041,2087,0.49880210828941063,0.47737262502394834,0.520235993277116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2006,Part_I,1096,943,1947,0.8604014598540146,0.8386219469995211,0.879663396459961,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2006,Part_II,851,67,1947,0.07873090481786134,0.06247110362111334,0.098776876806573,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2006,included_all,1947,1010,1947,0.5187467899332306,0.4965380095765793,0.5408817405881161,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2007,Part_I,1103,953,1870,0.8640072529465095,0.8425104511247382,0.8829773715446187,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2007,Part_II,767,67,1870,0.08735332464146023,0.06937167125457479,0.10944779576212793,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2007,included_all,1870,1020,1870,0.5454545454545454,0.5228162016374261,0.5679065215682978,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2008,Part_I,1214,1080,2034,0.8896210873146623,0.8707498220344135,0.9060343752420252,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2008,Part_II,820,56,2034,0.06829268292682927,0.052963690816523135,0.0876476581031075,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2008,included_all,2034,1136,2034,0.5585054080629301,0.5368353100827341,0.5799549333239985,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2009,Part_I,1106,931,1824,0.8417721518987342,0.819085421614714,0.8620929520994178,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2009,Part_II,718,57,1824,0.07938718662952646,0.06177741670071525,0.10147374791542799,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2009,included_all,1824,988,1824,0.5416666666666666,0.5187368528275924,0.5644213441081904,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2010,Part_I,1113,958,1780,0.8607367475292004,0.8391529624330135,0.8798389711650744,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2010,Part_II,667,36,1780,0.053973013493253376,0.03923811568170194,0.07381610573451708,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2010,included_all,1780,994,1780,0.5584269662921348,0.5352569842491082,0.5813453062579809,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2011,Part_I,1138,960,1808,0.843585237258348,0.8213284165348131,0.8635302334634606,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2011,Part_II,670,44,1808,0.06567164179104477,0.049281633314814215,0.08701371868301035,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2011,included_all,1808,1004,1808,0.5553097345132744,0.5323106687663177,0.578074265316258,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2012,Part_I,1107,970,1746,0.8762420957542909,0.8555321960784968,0.8943497905772231,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2012,Part_II,639,55,1746,0.08607198748043818,0.06672368784641013,0.11036734643370401,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2012,included_all,1746,1025,1746,0.5870561282932417,0.5637949394080431,0.6099350853708194,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2013,Part_I,1055,904,1701,0.8568720379146919,0.8344439104350727,0.8767107140151909,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2013,Part_II,646,44,1701,0.06811145510835913,0.051126681861706616,0.09020234166253,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2013,included_all,1701,948,1701,0.5573192239858906,0.5336119064164113,0.5807682308046116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2014,Part_I,1091,954,1692,0.8744271310724107,0.8534411883828571,0.8927855766138115,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2014,Part_II,601,40,1692,0.06655574043261231,0.04925488554949642,0.0893623629839726,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2014,included_all,1692,994,1692,0.5874704491725768,0.5638412704743248,0.610703347750684,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2015,Part_I,1191,1034,1772,0.8681780016792612,0.8477759226963308,0.886212669284397,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2015,Part_II,581,45,1772,0.0774526678141136,0.05838691219534192,0.10206932326019692,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2015,included_all,1772,1079,1772,0.6089164785553047,0.5859831121153685,0.6313786338235601,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2016,Part_I,1142,979,1742,0.8572679509632224,0.8357810942597974,0.8763593102598919,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2016,Part_II,600,52,1742,0.08666666666666667,0.06670240369849674,0.11188993580616254,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2016,included_all,1742,1031,1742,0.5918484500574053,0.5685906491037471,0.6147020538981384,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2017,Part_I,1090,939,1668,0.8614678899082568,0.8396868775382086,0.8807100260949452,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
