analysis,scenario,comparison,start_year,end_year,year,group,A_records,B_records,denominator_records,UCF,UCF_CI_lo,UCF_CI_hi,start_weight,end_weight,start_UCF,end_UCF,composition_component,selection_component,total_change,composition_total,selection_total,decomposition_residual,excluded_A_records,excluded_B_records,metric,metric_value,note
part_rule,Both_excluded,annual,,,2000,Part_I_only,1204,1015,2303,0.8430232558139535,0.8213878793769863,0.86247670729359,,,,,,,,,,,13,9,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2000,included_all,2303,1064,2303,0.46200607902735563,0.4417245285154331,0.48241416799929676,,,,,,,,,,,13,9,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2001,Part_II_only,1098,60,2367,0.0546448087431694,0.04268772575420833,0.06970726340624875,,,,,,,,,,,22,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2001,Part_I_only,1269,1060,2367,0.8353033884948778,0.8138900209237837,0.854692852538292,,,,,,,,,,,22,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2001,included_all,2367,1120,2367,0.47317279256442757,0.453118770087996,0.4933137509363443,,,,,,,,,,,22,18,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2002,Part_II_only,1058,68,2249,0.06427221172022685,0.051014138675970794,0.08068297830795758,,,,,,,,,,,17,15,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2002,Part_I_only,1191,994,2249,0.834592779177162,0.8124223721120295,0.8546117302923489,,,,,,,,,,,17,15,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2002,included_all,2249,1062,2249,0.4722098710538017,0.45164231720390297,0.49287219822700784,,,,,,,,,,,17,15,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2003,Part_II_only,1017,54,2199,0.05309734513274336,0.040921712300837645,0.06863639572300442,,,,,,,,,,,12,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2003,Part_I_only,1182,985,2199,0.8333333333333334,0.8110146929682663,0.8534923489626651,,,,,,,,,,,12,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2003,included_all,2199,1039,2199,0.472487494315598,0.45168724387465736,0.49338370096547735,,,,,,,,,,,12,10,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2004,Part_II_only,922,55,2132,0.0596529284164859,0.046115012763751025,0.07684497972319332,,,,,,,,,,,17,15,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2004,Part_I_only,1210,1017,2132,0.8404958677685951,0.818792327621539,0.8600442650917764,,,,,,,,,,,17,15,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2004,included_all,2132,1072,2132,0.5028142589118199,0.48160476143424674,0.5240136331101807,,,,,,,,,,,17,15,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2005,Part_II_only,925,46,2076,0.04972972972972973,0.03748839836244382,0.06569547431091796,,,,,,,,,,,11,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2005,Part_I_only,1151,985,2076,0.8557775847089487,0.8342975291633392,0.8748907267175587,,,,,,,,,,,11,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2005,included_all,2076,1031,2076,0.49662813102119463,0.475146500993845,0.5181222167054654,,,,,,,,,,,11,10,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2006,Part_II_only,841,58,1937,0.06896551724137931,0.05372663164293609,0.0881241944138008,,,,,,,,,,,10,9,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2006,Part_I_only,1096,943,1937,0.8604014598540146,0.8386219469995211,0.879663396459961,,,,,,,,,,,10,9,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2006,included_all,1937,1001,1937,0.5167785234899329,0.4945132960669681,0.5389773322914636,,,,,,,,,,,10,9,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2007,Part_II_only,750,51,1853,0.068,0.05209614530686504,0.08830666430547972,,,,,,,,,,,17,16,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2007,Part_I_only,1103,953,1853,0.8640072529465095,0.8425104511247382,0.8829773715446187,,,,,,,,,,,17,16,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2007,included_all,1853,1004,1853,0.5418240690771722,0.5190749745469555,0.5644001112034687,,,,,,,,,,,17,16,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2008,Part_II_only,808,46,2022,0.05693069306930693,0.04295104176070542,0.07510336132424714,,,,,,,,,,,12,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2008,Part_I_only,1214,1080,2022,0.8896210873146623,0.8707498220344135,0.9060343752420252,,,,,,,,,,,12,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2008,included_all,2022,1126,2022,0.5568743818001978,0.5351347274409474,0.5783983424834336,,,,,,,,,,,12,10,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2009,Part_II_only,702,43,1808,0.06125356125356125,0.0457906957137784,0.08149207819808482,,,,,,,,,,,16,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2009,Part_I_only,1106,931,1808,0.8417721518987342,0.819085421614714,0.8620929520994178,,,,,,,,,,,16,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2009,included_all,1808,974,1808,0.5387168141592921,0.5156809133971902,0.5615885404606128,,,,,,,,,,,16,14,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2010,Part_II_only,657,29,1770,0.0441400304414003,0.030906564640661813,0.06267330689320566,,,,,,,,,,,10,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2010,Part_I_only,1113,958,1770,0.8607367475292004,0.8391529624330135,0.8798389711650744,,,,,,,,,,,10,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2010,included_all,1770,987,1770,0.5576271186440678,0.534388953617015,0.5806156872913251,,,,,,,,,,,10,7,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2011,Part_II_only,657,31,1795,0.0471841704718417,0.03343750647989905,0.06619525405875061,,,,,,,,,,,13,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2011,Part_I_only,1138,960,1795,0.843585237258348,0.8213284165348131,0.8635302334634606,,,,,,,,,,,13,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2011,included_all,1795,991,1795,0.5520891364902507,0.528997523014671,0.5749582753593535,,,,,,,,,,,13,13,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2012,Part_II_only,630,48,1737,0.0761904761904762,0.05794614467649288,0.09957188673542529,,,,,,,,,,,9,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2012,Part_I_only,1107,970,1737,0.8762420957542909,0.8555321960784968,0.8943497905772231,,,,,,,,,,,9,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2012,included_all,1737,1018,1737,0.5860679332181923,0.5627402330682102,0.6090157866916551,,,,,,,,,,,9,7,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2013,Part_II_only,635,36,1690,0.05669291338582677,0.0412289799190672,0.07748820377890067,,,,,,,,,,,11,8,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2013,Part_I_only,1055,904,1690,0.8568720379146919,0.8344439104350727,0.8767107140151909,,,,,,,,,,,11,8,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2013,included_all,1690,940,1690,0.5562130177514792,0.5324249260533507,0.5797461387240364,,,,,,,,,,,11,8,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2014,Part_II_only,591,30,1682,0.050761421319796954,0.03578546628336034,0.07153970057246595,,,,,,,,,,,10,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2014,Part_I_only,1091,954,1682,0.8744271310724107,0.8534411883828571,0.8927855766138115,,,,,,,,,,,10,10,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2014,included_all,1682,984,1682,0.5850178359096314,0.5613032205268718,0.6083449978768133,,,,,,,,,,,10,10,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2015,Part_II_only,572,39,1763,0.06818181818181818,0.05027476617510234,0.0918502190392359,,,,,,,,,,,9,6,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2015,Part_I_only,1191,1034,1763,0.8681780016792612,0.8477759226963308,0.886212669284397,,,,,,,,,,,9,6,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2015,included_all,1763,1073,1763,0.608621667612025,0.5856269429284027,0.6311440628049807,,,,,,,,,,,9,6,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2016,Part_II_only,585,39,1727,0.06666666666666667,0.049148742020732945,0.0898385143871338,,,,,,,,,,,15,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2016,Part_I_only,1142,979,1727,0.8572679509632224,0.8357810942597974,0.8763593102598919,,,,,,,,,,,15,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2016,included_all,1727,1018,1727,0.5894614939200926,0.5660868577074943,0.6124390254259825,,,,,,,,,,,15,13,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2017,Part_II_only,571,27,1661,0.047285464098073555,0.03269822453792171,0.06792336065420718,,,,,,,,,,,7,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2017,Part_I_only,1090,939,1661,0.8614678899082568,0.8396868775382086,0.8807100260949452,,,,,,,,,,,7,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2017,included_all,1661,966,1661,0.5815773630343167,0.5576924959415398,0.6050857665555784,,,,,,,,,,,7,7,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2018,Part_II_only,531,39,1612,0.07344632768361582,0.05419042197074493,0.09882961316481009,,,,,,,,,,,8,8,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2018,Part_I_only,1081,922,1612,0.8529139685476411,0.8305505408213558,0.8727780366368099,,,,,,,,,,,8,8,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2018,included_all,1612,961,1612,0.5961538461538461,0.5720000461880056,0.6198504588895473,,,,,,,,,,,8,8,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2019,Part_II_only,604,34,1778,0.056291390728476824,0.04055937718059835,0.07763173627204045,,,,,,,,,,,16,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2019,Part_I_only,1173,1000,1778,0.8525149190110827,0.8310727631355018,0.8716557087427168,,,,,,,,,,,16,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2019,entity_no_K80,1,1,1778,1.0,0.20654931437723742,1.0,,,,,,,,,,,16,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2019,included_all,1778,1035,1778,0.5821147356580427,0.5590364458917373,0.604838964321952,,,,,,,,,,,16,14,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2020,Part_II_only,699,41,1891,0.058655221745350504,0.04352887186837537,0.07860601039188361,,,,,,,,,,,15,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2020,Part_I_only,1192,998,1891,0.837248322147651,0.8152150309952031,0.8571148954089898,,,,,,,,,,,15,13,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2020,included_all,1891,1039,1891,0.5494447382337387,0.5269417111147721,0.5717472842782169,,,,,,,,,,,15,13,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2021,Part_II_only,729,51,2030,0.06995884773662552,0.05360818480251435,0.09081794931797703,,,,,,,,,,,4,4,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2021,Part_I_only,1301,1117,2030,0.8585703305149884,0.8385780429342553,0.8764513529306173,,,,,,,,,,,4,4,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2021,included_all,2030,1168,2030,0.5753694581280788,0.5537449352171141,0.5967092698896258,,,,,,,,,,,4,4,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2022,Part_II_only,816,44,2186,0.05392156862745098,0.040410415064090786,0.07161302292208283,,,,,,,,,,,19,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2022,Part_I_only,1369,1166,2186,0.8517165814463111,0.8319078007003948,0.8695570289145568,,,,,,,,,,,19,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2022,entity_no_K80,1,1,2186,1.0,0.20654931437723742,1.0,,,,,,,,,,,19,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2022,included_all,2186,1211,2186,0.5539798719121684,0.5330656711796526,0.5747046877426294,,,,,,,,,,,19,18,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2023,Part_II_only,797,59,2048,0.0740276035131744,0.057823096283047645,0.09431870092125273,,,,,,,,,,,9,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2023,Part_I_only,1251,1051,2048,0.8401278976818545,0.8187825242620117,0.8593907971707799,,,,,,,,,,,9,7,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2023,included_all,2048,1110,2048,0.5419921875,0.5203553926290159,0.5634717467732934,,,,,,,,,,,9,7,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2024,Part_II_only,791,49,2045,0.061946902654867256,0.04717245539133176,0.08095556019028653,,,,,,,,,,,20,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,2024,Part_I_only,1254,1094,2045,0.8724082934609251,0.8527982307227627,0.889743679825872,,,,,,,,,,,20,18,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,2024,included_all,2045,1143,2045,0.5589242053789731,0.5373140100776115,0.5803134417500759,,,,,,,,,,,20,18,,,Overall UCF over strategy-defined included A records.
part_rule_kitagawa,Part_I_priority,1999_vs_2024,1999,2024,,Part_I,1230,1029,2401,,,,0.51228654727197,0.6169491525423729,0.8365853658536585,0.8728414442700158,0.08945653173330909,0.020470829041509438,0.10491814851156656,0.0831312001254449,0.021786948386121725,-7.632783294297951e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Part_I_priority,1999_vs_2024,1999,2024,,Part_II,1171,69,2401,,,,0.48771345272802996,0.38305084745762713,0.05892399658411614,0.061946902654867256,-0.0063253316078641765,0.0013161193446122863,0.10491814851156656,0.0831312001254449,0.021786948386121725,-7.632783294297951e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Part_I_priority,1999_vs_2024,1999,2024,,TOTAL,2401,1098,2401,,,,,,0.4573094543940025,0.5622276029055691,,,0.10491814851156656,0.0831312001254449,0.021786948386121725,-7.632783294297951e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Part_I_priority,2018_vs_2024,2018,2024,,Part_I,1089,930,1620,,,,0.6722222222222223,0.6169491525423729,0.8539944903581267,0.8728414442700158,-0.04772376147018455,0.012148476742357495,-0.03592054524257904,-0.04398196174284511,0.00806141650026602,5.377642775528102e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Part_I_priority,2018_vs_2024,2018,2024,,Part_II,531,39,1620,,,,0.3277777777777778,0.38305084745762713,0.07344632768361582,0.061946902654867256,0.003741799727339434,-0.004087060242091475,-0.03592054524257904,-0.04398196174284511,0.00806141650026602,5.377642775528102e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Part_I_priority,2018_vs_2024,2018,2024,,TOTAL,1620,969,1620,,,,,,0.5981481481481481,0.5622276029055691,,,-0.03592054524257904,-0.04398196174284511,0.00806141650026602,5.377642775528102e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Part_II_priority,1999_vs_2024,1999,2024,,Part_I,1215,1015,2401,,,,0.5060391503540191,0.6072639225181599,0.8353909465020576,0.8724082934609251,0.0864357944836728,0.020605763059441395,0.10491814851156656,0.07871248642063998,0.026205662090926632,-5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Part_II_priority,1999_vs_2024,1999,2024,,Part_II,1186,83,2401,,,,0.49396084964598086,0.3927360774818402,0.0699831365935919,0.08261405672009864,-0.007723308063032827,0.005599899031485237,0.10491814851156656,0.07871248642063998,0.026205662090926632,-5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Part_II_priority,1999_vs_2024,1999,2024,,TOTAL,2401,1098,2401,,,,,,0.4573094543940025,0.5622276029055691,,,0.10491814851156656,0.07871248642063998,0.026205662090926632,-5.551115123125783e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Part_II_priority,2018_vs_2024,2018,2024,,Part_I,1081,922,1620,,,,0.667283950617284,0.6072639225181599,0.8529139685476411,0.8724082934609251,-0.05177694532289925,0.01242322517821868,-0.03592054524257904,-0.04668086763668078,0.010760322394101669,7.112366251504909e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Part_II_priority,2018_vs_2024,2018,2024,,Part_II,539,47,1620,,,,0.33271604938271604,0.3927360774818402,0.08719851576994433,0.08261405672009864,0.005096077686218468,-0.0016629027841170113,-0.03592054524257904,-0.04668086763668078,0.010760322394101669,7.112366251504909e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Part_II_priority,2018_vs_2024,2018,2024,,TOTAL,1620,969,1620,,,,,,0.5981481481481481,0.5622276029055691,,,-0.03592054524257904,-0.04668086763668078,0.010760322394101669,7.112366251504909e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Both_separate,1999_vs_2024,1999,2024,,Both,15,14,2401,,,,0.006247396917950854,0.009685230024213076,0.9333333333333333,0.9,0.0031513470140737032,-0.00026554378236939873,0.10491814851156656,0.08326180988988233,0.021656338621684285,-5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_separate,1999_vs_2024,1999,2024,,Part_II_only,1171,69,2401,,,,0.48771345272802996,0.38305084745762713,0.05892399658411614,0.061946902654867256,-0.0063253316078641765,0.0013161193446122863,0.10491814851156656,0.08326180988988233,0.021656338621684285,-5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_separate,1999_vs_2024,1999,2024,,Part_I_only,1215,1015,2401,,,,0.5060391503540191,0.6072639225181599,0.8353909465020576,0.8724082934609251,0.0864357944836728,0.020605763059441395,0.10491814851156656,0.08326180988988233,0.021656338621684285,-5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Both_separate,1999_vs_2024,1999,2024,,TOTAL,2401,1098,2401,,,,,,0.4573094543940025,0.5622276029055691,,,0.10491814851156656,0.08326180988988233,0.021656338621684285,-5.551115123125783e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Both_separate,2018_vs_2024,2018,2024,,Both,8,8,1620,,,,0.0049382716049382715,0.009685230024213076,1.0,0.9,0.004509610498311063,-0.0007311750814575672,-0.03592054524257904,-0.04352553509724875,0.007604989854669638,7.112366251504909e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_separate,2018_vs_2024,2018,2024,,Part_II_only,531,39,1620,,,,0.3277777777777778,0.38305084745762713,0.07344632768361582,0.061946902654867256,0.003741799727339434,-0.004087060242091475,-0.03592054524257904,-0.04352553509724875,0.007604989854669638,7.112366251504909e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_separate,2018_vs_2024,2018,2024,,Part_I_only,1081,922,1620,,,,0.667283950617284,0.6072639225181599,0.8529139685476411,0.8724082934609251,-0.05177694532289925,0.01242322517821868,-0.03592054524257904,-0.04352553509724875,0.007604989854669638,7.112366251504909e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Both_separate,2018_vs_2024,2018,2024,,TOTAL,1620,969,1620,,,,,,0.5981481481481481,0.5622276029055691,,,-0.03592054524257904,-0.04352553509724875,0.007604989854669638,7.112366251504909e-17,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Both_excluded,1999_vs_2024,1999,2024,,Part_II_only,1171,69,2386,,,,0.49077954735959767,0.3867970660146699,0.05892399658411614,0.061946902654867256,-0.006284228012631118,0.0013264158360591404,0.10460735709733021,0.08250637329253517,0.022100983804795044,-3.469446951953614e-18,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_excluded,1999_vs_2024,1999,2024,,Part_I_only,1215,1015,2386,,,,0.5092204526404024,0.6132029339853301,0.8353909465020576,0.8724082934609251,0.08879060130516629,0.020774567968735905,0.10460735709733021,0.08250637329253517,0.022100983804795044,-3.469446951953614e-18,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Both_excluded,1999_vs_2024,1999,2024,,TOTAL,2386,1084,2386,,,,,,0.4543168482816429,0.5589242053789731,,,0.10460735709733021,0.08250637329253517,0.022100983804795044,-3.469446951953614e-18,,,,,TOTAL row is endpoint UCF change and identity check.
part_rule_kitagawa,Both_excluded,2018_vs_2024,2018,2024,,Part_II_only,531,39,1612,,,,0.3294044665012407,0.3867970660146699,0.07344632768361582,0.061946902654867256,0.0038852847228230143,-0.004117952914320771,-0.03722964077487301,-0.04562508008470772,0.008395439309834652,5.898059818321144e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa,Both_excluded,2018_vs_2024,2018,2024,,Part_I_only,1081,922,1612,,,,0.6705955334987593,0.6132029339853301,0.8529139685476411,0.8724082934609251,-0.04951036480753073,0.012513392224155423,-0.03722964077487301,-0.04562508008470772,0.008395439309834652,5.898059818321144e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
part_rule_kitagawa_total,Both_excluded,2018_vs_2024,2018,2024,,TOTAL,1612,961,1612,,,,,,0.5961538461538461,0.5589242053789731,,,-0.03722964077487301,-0.04562508008470772,0.008395439309834652,5.898059818321144e-17,,,,,TOTAL row is endpoint UCF change and identity check.
complexity,record_n,annual,,,1999,1,29,29,29,1.0,0.8830302015002593,1.0,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,1999,2,213,155,213,0.7276995305164319,0.6642800823645946,0.7830513482923498,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,1999,3-4,1063,566,1063,0.5324553151458138,0.5023982572939534,0.5622786442545429,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,1999,5-9,1041,337,1041,0.32372718539865514,0.2959969463725529,0.35275359190123395,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,1999,10+,55,11,55,0.2,0.11552214909761246,0.32364879157263937,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,1999,unknown,0,0,0,,,,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,1,16,16,16,1.0,0.8063923194655636,1.0,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,2,223,169,223,0.757847533632287,0.6975631569570424,0.8093988446006237,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,3-4,976,522,976,0.5348360655737705,0.5034683611082446,0.5659306211330689,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,5-9,1057,359,1057,0.33964049195837276,0.3117167091152253,0.36872564428143,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,10+,44,7,44,0.1590909090909091,0.07926677012201248,0.2936620506224061,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2000,unknown,0,0,0,,,,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,1,18,18,18,1.0,0.8241207763533424,1.0,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,2,205,152,205,0.7414634146341463,0.6774752892353783,0.7965685168127246,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,3-4,985,558,985,0.566497461928934,0.5353507789899632,0.5971274851760967,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,5-9,1119,405,1119,0.36193029490616624,0.33429033622388177,0.390514980169994,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,10+,62,5,62,0.08064516129032258,0.03493834698599271,0.17528571348612612,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2001,unknown,0,0,0,,,,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,1,12,12,12,1.0,0.7575059933447591,1.0,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,2,205,159,205,0.775609756097561,0.7137334334267957,0.8273468704462914,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,3-4,944,530,944,0.5614406779661016,0.5296009249003103,0.5927824113849871,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,5-9,1053,370,1053,0.3513770180436847,0.3231298364933897,0.3807046437045487,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,10+,52,6,52,0.11538461538461539,0.053969692030872964,0.22971664344902112,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2002,unknown,0,0,0,,,,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2003,1,15,15,15,1.0,0.7961166989641514,1.0,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
complexity,record_n,annual,,,2003,2,215,164,215,0.7627906976744186,0.7016317833531245,0.8147237582747788,,,,,,,,,,,,,,,record_n: raw record-axis ICD position count.
