"panel","year","destination","estimate","lo","hi","count","code","interval_type","bootstrap_reps","simultaneous_excludes_zero"
"A/B",2020,"NEOPLASMS",0.129418498620118,0.106893084139935,0.151943913100302,110,NA,"pointwise annual 95% CI",NA,NA
"A/B",2020,"OTHER",0.269427147240724,0.23989326342612,0.298961031055327,230,NA,"pointwise annual 95% CI",NA,NA
"A/B",2020,"OTHER_GALLBLADDER_BILIARY",0.0251043595789831,0.014558725177758,0.0356499939802082,21,NA,"pointwise annual 95% CI",NA,NA
"A/B",2020,"RESPIRATORY",0.0544865572452212,0.0392098095296123,0.06976330496083,46,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"CIRCULATORY",0.235727720905114,0.207258428348544,0.264197013461683,201,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"DIABETES_NUTRITIONAL",0.034240739769589,0.0219898744524713,0.0464916050867067,29,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"DIGESTIVE_OTHER",0.0680981656829797,0.0517762684911161,0.0844200628748433,60,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"EXTERNAL",0.0282078553240207,0.0172072349685821,0.0392084756794593,25,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"INFECTIOUS_PARASITIC",0.136819106400531,0.113949997455498,0.159688215345563,116,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"NEOPLASMS",0.141668973676115,0.118533336307582,0.164804611044648,123,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"OTHER",0.263182061500982,0.233786417905612,0.292577705096351,228,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"OTHER_GALLBLADDER_BILIARY",0.0392281947897415,0.0263721084006255,0.0520842811788575,34,NA,"pointwise annual 95% CI",NA,NA
"A/B",2021,"RESPIRATORY",0.0528271819509281,0.0379593214320454,0.0676950424698109,46,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"CIRCULATORY",0.249463368431314,0.222017648624996,0.276909088237631,238,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"DIABETES_NUTRITIONAL",0.0471961144513003,0.0336957509179836,0.0606964779846169,45,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"DIGESTIVE_OTHER",0.0521453434122548,0.0383510866887589,0.0659396001357506,55,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"EXTERNAL",0.028610586709646,0.0184622746483691,0.0387588987709229,30,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"INFECTIOUS_PARASITIC",0.105363548043019,0.0859293211244557,0.124797774961582,103,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"NEOPLASMS",0.160215524689017,0.137449544254706,0.182981505123328,159,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"OTHER",0.269308438264909,0.24134387667097,0.297272999858848,260,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"OTHER_GALLBLADDER_BILIARY",0.0201999575849322,0.0113730311351257,0.0290268840347387,20,NA,"pointwise annual 95% CI",NA,NA
"A/B",2022,"RESPIRATORY",0.0674971184136083,0.0517054276550957,0.0832888091721209,66,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"CIRCULATORY",0.218882708233208,0.192590037268466,0.245175379197951,208,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"DIABETES_NUTRITIONAL",0.0368984898534633,0.0248850784211759,0.0489119012857506,35,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"DIGESTIVE_OTHER",0.0553044657288686,0.0406661723335045,0.0699427591242328,53,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"EXTERNAL",0.033895564477534,0.0223767636984421,0.0454143652566258,34,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"INFECTIOUS_PARASITIC",0.0846236313574225,0.0667625334400668,0.102484729274778,80,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"NEOPLASMS",0.191143965243445,0.165943491826436,0.216344438660455,177,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"OTHER",0.274020425196562,0.245531961757135,0.302508888635989,256,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"OTHER_GALLBLADDER_BILIARY",0.0295470044242732,0.0187587991082781,0.0403352097402683,28,NA,"pointwise annual 95% CI",NA,NA
"A/B",2023,"RESPIRATORY",0.0756837454852231,0.0585405627078497,0.0928269282625965,69,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"CIRCULATORY",0.231155320109803,0.203723595215933,0.258587045003672,211,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"DIABETES_NUTRITIONAL",0.0505146922571344,0.0362603103908595,0.0647690741234092,46,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"DIGESTIVE_OTHER",0.0822640128023704,0.0646712151422209,0.0998568104625198,74,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"EXTERNAL",0.0273607799648465,0.0170202064883054,0.0377013534413877,27,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"INFECTIOUS_PARASITIC",0.055797542761775,0.040893205572377,0.070701879951173,50,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"NEOPLASMS",0.173725851282422,0.148978288757556,0.198473413807288,153,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"OTHER",0.29052724418942,0.26101905082605,0.320035437552789,264,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"OTHER_GALLBLADDER_BILIARY",0.022364732594527,0.0127169402711889,0.0320125249178651,20,NA,"pointwise annual 95% CI",NA,NA
"A/B",2024,"RESPIRATORY",0.0662898240377021,0.0499382618922602,0.082641386183144,59,NA,"pointwise annual 95% CI",NA,NA
"C",NA,"CIRCULATORY",-0.183309764313958,-0.237681616664061,-0.128937911963856,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,TRUE
"C",NA,"DIABETES_NUTRITIONAL",0.0134031461010257,-0.0119711507171556,0.038777442919207,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"DIGESTIVE_OTHER",0.0285925467635962,-0.0029891830543587,0.0601742765815512,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"EXTERNAL",0.00644096004266176,-0.0123719776919411,0.0252538977772646,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"INFECTIOUS_PARASITIC",0.0000427250196815901,-0.0283739714515527,0.0284594214909159,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"NEOPLASMS",0.0199766369053241,-0.0257654142858353,0.0657186880964836,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"OTHER",0.108899205853095,0.0571221693413914,0.160676242364799,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,TRUE
"C",NA,"OTHER_GALLBLADDER_BILIARY",0.00828002032569611,-0.00818883636414807,0.0247488770155403,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"C",NA,"RESPIRATORY",-0.00232547669712253,-0.0327889842978017,0.0281380309035566,NA,NA,"FWER max-t simultaneous 95% CI across nine categories",100000,FALSE
"D",2024,"OTHER",0.0398230088495575,NA,NA,36,"K859",NA,NA,NA
"D",2024,"OTHER",0.0353982300884956,NA,NA,32,"F03",NA,NA,NA
"D",2024,"OTHER",0.0154867256637168,NA,NA,14,"G309",NA,NA,NA
"D",2024,"OTHER",0.0121681415929204,NA,NA,11,"E785",NA,NA,NA
"D",2024,"OTHER",0.0121681415929204,NA,NA,11,"K563",NA,NA,NA
"D",2024,"OTHER",0.00663716814159292,NA,NA,6,"F019",NA,NA,NA
"D",2024,"OTHER",0.00663716814159292,NA,NA,6,"G20",NA,NA,NA
"D",2024,"OTHER",0.00663716814159292,NA,NA,6,"N185",NA,NA,NA
"D",2024,"OTHER",0.00553097345132743,NA,NA,5,"E668",NA,NA,NA
"D",2024,"OTHER",0.00553097345132743,NA,NA,5,"E889",NA,NA,NA
